team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
FC Porto,34,29,4,1,91,86.0,22.0,64.0,17,15,17,14,88.2,82.4,63.12,65.47,60.76,,,,3.94,4.53,3.35,2.28,2.8,1.82,17.76,19.24,16.29,,,,,,,,,,1.44,1.18,1.71,6.5,6.88,6.12,2.53,2.4,2.65,0.43,0.57,0.29,,,,448.71,478.12,419.29,,,,14.74,13.29,16.18,1.59,1.88,1.29,,,,,,,,,,,,,,,
Sporting CP,34,27,4,3,85,73.0,23.0,50.0,17,14,17,13,82.4,76.5,60.09,61.47,58.71,,,,3.62,3.88,3.35,2.44,2.75,2.12,15.94,17.24,14.65,,,,,,,,,,1.79,1.06,2.53,6.03,6.53,5.53,2.91,2.59,3.24,0.67,0.0,1.5,,,,458.06,481.71,434.41,,,,13.85,14.59,13.12,2.55,2.82,2.25,,,,,,,,,,,,,,,
Benfica,34,23,5,6,74,78.0,30.0,48.0,17,10,17,13,58.8,76.5,61.32,63.94,58.71,,,,3.67,4.0,3.31,2.32,2.56,2.0,15.26,17.47,13.06,,,,,,,,,,2.38,2.41,2.35,6.65,7.18,6.12,2.48,2.53,2.44,0.38,0.33,0.4,,,,456.41,488.35,424.47,,,,14.5,14.82,14.18,2.56,3.19,1.94,,,,,,,,,,,,,,,
Sporting Braga,34,19,8,7,65,52.0,31.0,21.0,17,10,17,9,58.8,52.9,53.79,55.53,52.06,,,,2.67,2.82,2.5,1.61,1.75,1.47,13.35,15.06,11.65,,,,,,,,,,2.62,2.0,3.24,4.59,4.82,4.35,2.44,2.59,2.29,0.56,0.6,0.5,,,,407.29,440.59,374.0,,,,14.38,15.06,13.71,1.68,1.94,1.41,,,,,,,,,,,,,,,
Gil Vicente,34,13,12,9,51,47.0,42.0,5.0,17,6,17,7,35.3,41.2,54.71,56.18,53.24,,,,1.97,2.18,1.76,1.33,1.33,1.33,12.5,14.71,10.29,,,,,,,,,,3.12,2.71,3.53,5.21,6.06,4.35,2.59,2.24,2.94,0.4,0.14,1.0,,,,383.21,393.29,373.12,,,,13.41,14.0,12.82,1.7,1.94,1.44,,,,,,,,,,,,,,,
Vitória SC,34,13,9,12,48,50.0,41.0,9.0,17,9,17,4,52.9,23.5,48.47,48.59,48.35,,,,2.29,2.88,1.71,1.32,1.38,1.27,13.79,14.53,13.06,,,,,,,,,,3.15,2.69,3.59,4.76,5.18,4.35,3.53,3.18,3.88,0.8,0.8,0.8,,,,313.32,318.41,308.24,,,,16.26,16.53,16.0,1.74,1.88,1.59,,,,,,,,,,,,,,,
Santa Clara,34,9,13,12,40,38.0,54.0,-16.0,17,8,17,1,47.1,5.9,45.59,45.53,45.65,,,,1.85,2.24,1.44,1.37,1.57,1.15,10.94,11.59,10.29,,,,,,,,,,2.73,2.71,2.75,4.71,4.88,4.53,3.16,2.76,3.6,0.9,0.67,1.25,,,,290.5,281.65,299.35,,,,15.38,16.76,14.0,2.27,2.35,2.19,,,,,,,,,,,,,,,
Famalicão,34,9,12,13,39,45.0,51.0,-6.0,17,5,17,4,29.4,23.5,47.41,49.59,45.24,,,,2.32,2.41,2.24,1.52,1.59,1.43,11.88,13.18,10.59,,,,,,,,,,2.79,2.29,3.29,4.59,5.47,3.71,3.09,2.82,3.35,0.46,0.6,0.38,,,,306.74,318.76,294.71,,,,15.03,14.71,15.35,2.24,2.12,2.35,,,,,,,,,,,,,,,
Estoril Praia,34,9,12,13,39,36.0,43.0,-7.0,17,4,17,5,23.5,29.4,47.24,47.53,46.94,,,,1.47,1.69,1.25,0.97,1.0,0.93,10.47,10.29,10.65,,,,,,,,,,3.03,3.12,2.94,4.35,3.94,4.76,3.06,3.47,2.62,1.0,1.25,0.75,,,,315.62,310.94,320.29,,,,14.5,14.65,14.35,2.36,1.94,2.76,,,,,,,,,,,,,,,
Marítimo,34,9,11,14,38,39.0,44.0,-5.0,17,4,17,5,23.5,29.4,48.76,51.24,46.29,,,,1.71,1.82,1.59,1.1,1.36,0.88,10.53,10.94,10.12,,,,,,,,,,3.42,3.31,3.53,4.35,4.53,4.18,3.24,2.76,3.71,0.73,0.57,1.0,,,,315.68,339.71,291.65,,,,15.26,15.06,15.47,1.81,1.5,2.12,,,,,,,,,,,,,,,
