team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Sporting CP,34,25,7,2,82,88.0,27.0,61.0,17,14,17,11,82.4,64.7,60.41,61.24,59.59,2.18,2.16,2.2,3.76,3.65,3.88,2.03,2.06,2.0,18.35,18.94,17.76,,,,,,,,,,1.44,1.71,1.18,6.24,7.12,5.35,2.0,1.88,2.12,0.78,0.5,1.0,,,,455.94,470.18,441.71,,,,11.5,11.12,11.88,1.16,0.93,1.35,,,,,,,,,,,,,,,
Benfica,34,25,5,4,80,84.0,28.0,56.0,17,14,17,11,82.4,64.7,58.32,58.76,57.88,2.33,2.69,1.98,4.09,4.76,3.41,2.39,2.65,2.12,16.79,18.94,14.65,,,,,,,,,,2.29,1.65,2.94,7.06,7.71,6.41,1.94,1.65,2.24,0.0,0.0,0.0,,,,424.24,432.94,415.53,,,,11.76,11.82,11.71,3.07,3.14,3.0,,,,,,,,,,,,,,,
FC Porto,34,22,5,7,71,65.0,30.0,35.0,17,13,17,9,76.5,52.9,62.0,65.59,58.41,1.7,2.18,1.22,3.35,4.41,2.29,2.18,3.06,1.35,14.26,16.18,12.35,,,,,,,,,,1.88,2.12,1.65,5.5,6.35,4.65,2.71,2.0,3.41,0.27,0.11,0.5,,,,443.59,484.24,402.94,,,,14.21,14.47,13.94,1.45,1.47,1.44,,,,,,,,,,,,,,,
Sporting Braga,34,19,9,6,66,55.0,30.0,25.0,17,9,17,10,52.9,58.8,57.03,56.59,57.47,1.52,1.75,1.29,2.79,3.35,2.24,1.72,1.94,1.5,13.68,14.82,12.53,,,,,,,,,,2.79,2.53,3.06,6.12,7.0,5.24,2.12,1.88,2.38,0.5,0.6,0.33,,,,419.74,421.18,418.29,,,,14.21,14.47,13.94,2.0,2.18,1.82,,,,,,,,,,,,,,,
Santa Clara,34,17,6,11,57,36.0,32.0,4.0,17,10,17,7,58.8,41.2,44.44,45.18,43.71,1.26,1.55,0.96,2.24,2.82,1.65,1.84,2.24,1.36,11.24,13.18,9.29,,,,,,,,,,2.48,2.56,2.41,3.85,4.53,3.18,3.44,3.29,3.59,0.55,0.56,0.5,,,,259.32,249.18,269.47,,,,16.62,16.41,16.82,1.97,2.38,1.56,,,,,,,,,,,,,,,
Vitória SC,34,14,12,8,54,47.0,37.0,10.0,17,9,17,5,52.9,29.4,56.88,57.41,56.35,1.31,1.51,1.1,2.03,2.35,1.71,1.33,1.4,1.27,13.21,14.94,11.47,,,,,,,,,,1.94,2.06,1.82,6.71,7.88,5.53,2.56,2.59,2.53,0.25,0.0,0.33,,,,385.85,399.18,372.53,,,,14.62,13.76,15.47,1.62,1.76,1.47,,,,,,,,,,,,,,,
Famalicão,34,12,11,11,47,44.0,39.0,5.0,17,7,17,5,41.2,29.4,50.5,51.88,49.12,1.17,1.28,1.06,2.06,2.33,1.81,1.22,1.5,1.0,11.38,11.29,11.47,,,,,,,,,,3.03,2.56,3.47,5.41,5.18,5.65,2.26,2.12,2.41,0.4,,0.4,,,,318.56,332.65,304.47,,,,14.0,14.24,13.76,1.21,1.12,1.29,,,,,,,,,,,,,,,
Estoril Praia,34,12,10,12,46,48.0,53.0,-5.0,17,7,17,5,41.2,29.4,49.09,47.35,50.82,1.22,1.22,1.22,2.15,2.18,2.12,1.25,1.4,1.12,9.88,10.12,9.65,,,,,,,,,,2.88,2.47,3.29,3.74,3.76,3.71,2.5,2.76,2.24,0.5,0.0,0.67,,,,324.97,319.29,330.65,,,,15.88,16.71,15.06,1.24,1.12,1.38,,,,,,,,,,,,,,,
Casa Pia,34,12,9,13,45,39.0,44.0,-5.0,17,8,17,4,47.1,23.5,46.65,48.47,44.82,0.96,1.13,0.79,1.82,2.0,1.62,1.03,1.12,0.94,9.35,10.59,8.12,,,,,,,,,,3.64,3.56,3.71,3.88,4.47,3.29,2.79,2.81,2.76,1.0,1.0,1.0,,,,282.74,300.94,264.53,,,,14.82,13.94,15.71,1.32,1.27,1.38,,,,,,,,,,,,,,,
Moreirense,34,10,10,14,40,42.0,50.0,-8.0,17,6,17,4,35.3,23.5,47.59,47.47,47.71,0.98,0.97,1.0,1.79,1.53,2.06,1.25,0.93,1.62,10.21,10.47,9.94,,,,,,,,,,2.62,2.29,2.94,3.06,3.06,3.06,2.53,2.59,2.47,0.5,0.5,0.5,,,,309.91,308.76,311.06,,,,14.62,15.94,13.29,1.75,1.69,1.81,,,,,,,,,,,,,,,
