team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Benfica,34,28,3,3,87,82.0,20.0,62.0,17,15,17,13,88.2,76.5,63.5,65.71,61.29,,,,4.47,5.12,3.81,2.87,3.2,2.53,17.06,19.41,14.71,,,,,,,,,,1.7,1.18,2.25,8.06,8.12,8.0,1.97,1.82,2.12,0.5,1.0,0.25,,,,518.29,553.71,482.88,,,,12.85,12.53,13.18,2.55,2.56,2.53,,,,,,,,,,,,,,,
FC Porto,34,27,4,3,85,73.0,22.0,51.0,17,15,17,12,88.2,70.6,58.76,57.35,60.18,,,,3.55,4.06,3.0,2.03,2.12,1.94,15.32,15.71,14.94,,,,,,,,,,1.85,1.94,1.76,5.82,6.0,5.65,2.24,2.29,2.18,0.36,0.5,0.17,,,,416.24,414.88,417.59,,,,14.71,15.59,13.82,2.32,1.94,2.71,,,,,,,,,,,,,,,
Sporting Braga,34,25,3,6,78,75.0,30.0,45.0,17,13,17,12,76.5,70.6,54.53,56.59,52.47,,,,2.82,2.88,2.76,1.87,1.71,2.07,16.41,18.06,14.76,,,,,,,,,,2.44,2.18,2.71,5.88,6.35,5.41,2.53,2.35,2.71,1.0,,1.0,,,,403.29,419.18,387.41,,,,12.68,12.88,12.47,1.82,1.75,1.88,,,,,,,,,,,,,,,
Sporting CP,34,23,5,6,74,71.0,32.0,39.0,17,13,17,10,76.5,58.8,63.32,63.71,62.94,,,,3.18,3.53,2.82,2.13,2.06,2.21,16.29,18.35,14.24,,,,,,,,,,1.88,1.65,2.12,7.09,7.88,6.29,2.72,2.4,3.0,0.43,0.4,0.5,,,,497.38,511.35,483.41,,,,12.5,12.24,12.76,2.06,2.12,2.0,,,,,,,,,,,,,,,
FC Arouca,34,15,9,10,54,36.0,37.0,-1.0,17,10,17,5,58.8,29.4,47.97,48.06,47.88,,,,1.64,1.76,1.5,1.03,1.06,1.0,10.62,10.71,10.53,,,,,,,,,,3.42,3.5,3.35,3.32,3.59,3.06,2.39,2.41,2.38,0.67,0.67,0.67,,,,327.24,317.41,337.06,,,,13.94,14.41,13.47,1.58,1.53,1.62,,,,,,,,,,,,,,,
Vitória SC,34,16,5,13,53,34.0,39.0,-5.0,17,10,17,6,58.8,35.3,47.94,49.65,46.24,,,,1.45,1.5,1.41,0.9,1.0,0.81,11.79,12.82,10.76,,,,,,,,,,2.68,2.12,3.24,5.03,5.29,4.76,3.58,3.06,4.12,0.83,0.2,1.29,,,,310.79,321.94,299.65,,,,15.35,15.88,14.82,1.73,2.12,1.31,,,,,,,,,,,,,,,
Chaves,34,12,10,12,46,35.0,40.0,-5.0,17,6,17,6,35.3,35.3,46.06,45.47,46.65,,,,2.16,2.47,1.88,1.52,1.64,1.41,13.32,14.18,12.47,,,,,,,,,,3.76,3.12,4.41,4.76,4.59,4.94,3.18,3.71,2.65,0.83,0.88,0.75,,,,296.65,285.41,307.88,,,,13.18,12.76,13.59,1.72,1.62,1.81,,,,,,,,,,,,,,,
Boavista,34,12,8,14,44,43.0,54.0,-11.0,17,8,17,4,47.1,23.5,48.21,49.76,46.65,,,,1.85,2.06,1.65,1.18,1.41,0.94,10.85,12.29,9.41,,,,,,,,,,2.79,2.24,3.35,5.29,6.24,4.35,3.12,2.94,3.29,0.54,0.62,0.4,,,,326.88,337.76,316.0,,,,14.65,14.35,14.94,1.94,2.0,1.88,,,,,,,,,,,,,,,
Famalicão,34,13,5,16,44,39.0,47.0,-8.0,17,9,17,4,52.9,23.5,47.18,48.0,46.35,,,,1.47,1.88,1.06,1.1,1.57,0.69,12.65,13.76,11.53,,,,,,,,,,3.36,3.5,3.24,4.44,4.76,4.12,2.56,2.29,2.82,0.88,0.75,1.0,,,,315.97,320.47,311.47,,,,14.62,14.82,14.41,1.62,1.62,1.62,,,,,,,,,,,,,,,
Casa Pia,34,11,8,15,41,31.0,40.0,-9.0,17,6,17,5,35.3,29.4,41.76,43.06,40.47,,,,1.79,1.81,1.76,1.33,1.27,1.4,11.21,11.82,10.59,,,,,,,,,,3.38,2.88,3.88,4.41,4.59,4.24,2.91,2.71,3.12,0.6,0.5,0.67,,,,286.88,300.53,273.24,,,,14.24,13.71,14.76,2.19,1.8,2.53,,,,,,,,,,,,,,,
Rio Ave,34,10,10,14,40,36.0,43.0,-7.0,17,8,17,2,47.1,11.8,48.71,51.59,45.82,,,,1.82,2.0,1.65,1.23,1.33,1.12,11.35,11.65,11.06,,,,,,,,,,3.35,3.06,3.65,4.32,4.47,4.18,2.76,3.12,2.41,0.67,0.4,1.0,,,,343.88,359.24,328.53,,,,14.88,15.0,14.76,2.06,2.24,1.88,,,,,,,,,,,,,,,
Vizela,34,11,7,16,40,34.0,38.0,-4.0,17,5,17,6,29.4,35.3,45.29,46.29,44.29,,,,1.94,2.24,1.62,1.63,2.07,1.2,12.03,13.65,10.41,,,,,,,,,,3.0,2.65,3.35,5.0,5.65,4.35,3.0,2.88,3.12,0.42,0.5,0.33,,,,297.41,301.71,293.12,,,,13.0,12.06,13.94,2.19,2.47,1.87,,,,,,,,,,,,,,,
Gil Vicente,34,10,7,17,37,32.0,41.0,-9.0,17,6,17,4,35.3,23.5,53.82,52.35,55.29,,,,2.0,1.94,2.06,1.38,1.41,1.35,13.06,13.12,13.0,,,,,,,,,,4.0,3.82,4.18,6.47,7.06,5.88,2.38,2.41,2.35,0.38,0.5,0.25,,,,374.41,356.24,392.59,,,,14.32,15.29,13.35,1.82,1.71,1.94,,,,,,,,,,,,,,,
Estoril Praia,34,10,5,19,35,33.0,49.0,-16.0,17,7,17,3,41.2,17.6,47.38,46.88,47.88,,,,1.53,1.88,1.18,1.0,1.25,0.76,10.47,10.53,10.41,,,,,,,,,,3.38,2.88,3.88,4.68,4.41,4.94,3.09,2.88,3.31,0.46,0.33,0.57,,,,297.71,299.35,296.06,,,,14.56,15.59,13.53,1.44,1.24,1.67,,,,,,,,,,,,,,,
Portimonense SAD,34,10,4,20,34,25.0,48.0,-23.0,17,6,17,4,35.3,23.5,48.94,49.88,48.0,,,,1.79,2.06,1.53,1.38,1.53,1.2,11.65,13.24,10.06,,,,,,,,,,4.5,4.18,4.82,5.03,5.29,4.76,2.91,3.18,2.65,0.33,0.17,0.5,,,,309.12,305.35,312.88,,,,14.59,15.71,13.47,2.18,2.06,2.29,,,,,,,,,,,,,,,
