team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
PSV Eindhoven,25,22,1,2,67,73.0,29.0,44.0,12,10,13,12,83.3,92.3,60.76,62.67,59.0,2.24,2.54,1.97,4.48,4.33,4.62,2.67,2.36,2.92,18.08,20.58,15.77,,,,,,,,,,2.56,2.67,2.46,7.12,7.42,6.85,1.52,1.18,1.83,0.33,0.0,0.5,,,,483.48,510.58,458.46,,,,10.68,10.08,11.23,1.7,1.64,1.75,,,,,,,,,,,,,,,
Feyenoord,26,15,4,7,49,58.0,38.0,20.0,13,9,13,6,69.2,46.2,54.42,56.08,52.77,2.0,2.34,1.67,3.23,3.92,2.54,2.08,2.31,1.82,17.27,20.23,14.31,,,,,,,,,,2.81,2.54,3.08,7.54,8.46,6.62,1.75,1.08,2.42,0.44,0.67,0.33,,,,374.81,374.46,375.15,,,,9.5,9.77,9.23,1.28,1.58,1.0,,,,,,,,,,,,,,,
FC Twente,25,11,10,4,43,45.0,27.0,18.0,12,7,13,4,58.3,30.8,54.0,56.92,51.31,2.05,2.03,2.06,3.12,2.92,3.31,2.0,1.55,2.45,18.44,19.25,17.69,,,,,,,,,,2.28,1.67,2.85,5.12,5.25,5.0,1.62,1.18,2.0,0.5,1.0,0.25,,,,372.92,408.0,340.54,,,,11.24,10.5,11.92,0.83,0.75,0.92,,,,,,,,,,,,,,,
AFC Ajax,25,10,11,4,41,46.0,34.0,12.0,12,7,13,3,58.3,23.1,56.84,55.42,58.15,1.56,1.79,1.35,2.75,3.0,2.5,1.77,2.18,1.36,14.2,15.17,13.31,,,,,,,,,,3.48,3.58,3.38,4.92,5.25,4.62,1.83,1.6,2.0,0.25,0.0,0.33,,,,453.12,460.17,446.62,,,,10.12,10.5,9.77,1.48,1.75,1.23,,,,,,,,,,,,,,,
NEC Nijmegen,24,11,7,6,40,59.0,42.0,17.0,11,6,13,5,54.5,38.5,58.08,57.36,58.69,1.84,2.13,1.59,3.08,3.73,2.54,1.79,2.18,1.46,15.96,16.09,15.85,,,,,,,,,,3.25,3.55,3.0,5.29,5.55,5.08,1.92,1.64,2.15,0.6,0.5,0.67,,,,353.42,347.91,358.08,,,,12.25,10.55,13.69,2.36,1.9,2.75,,,,,,,,,,,,,,,
Sparta Rotterdam,26,11,5,10,38,33.0,43.0,-10.0,13,5,13,6,38.5,46.2,47.27,45.69,48.85,1.44,1.52,1.35,2.35,2.69,2.0,1.38,1.85,0.92,13.15,12.85,13.46,,,,,,,,,,4.36,4.92,3.75,4.85,4.92,4.77,1.92,1.38,2.46,0.67,1.0,0.5,,,,317.5,296.46,338.54,,,,9.19,8.77,9.62,1.08,1.17,1.0,,,,,,,,,,,,,,,
AZ Alkmaar,25,11,5,9,38,42.0,41.0,1.0,11,5,14,6,45.5,42.9,52.2,50.36,53.64,1.9,2.0,1.81,3.24,3.55,3.0,2.21,2.27,2.15,15.44,16.09,14.93,,,,,,,,,,3.12,2.73,3.43,5.52,5.64,5.43,2.24,1.82,2.57,0.33,0.0,0.5,,,,364.52,351.55,374.71,,,,10.52,9.55,11.29,1.0,1.1,0.93,,,,,,,,,,,,,,,
SC Heerenveen,26,10,7,9,37,44.0,44.0,0.0,13,5,13,5,38.5,38.5,50.77,52.0,49.54,1.77,1.96,1.58,2.54,2.54,2.54,1.61,1.64,1.58,15.42,16.15,14.69,,,,,,,,,,3.31,3.08,3.54,5.5,5.46,5.54,1.65,1.69,1.62,0.67,0.5,1.0,,,,350.08,380.0,320.15,,,,10.92,9.77,12.08,1.28,1.5,1.08,,,,,,,,,,,,,,,
FC Utrecht,26,9,8,9,35,38.0,31.0,7.0,13,6,13,3,46.2,23.1,47.62,46.54,48.69,1.43,1.6,1.25,2.5,2.62,2.38,1.88,2.0,1.77,14.73,15.69,13.77,,,,,,,,,,3.19,3.77,2.62,5.38,5.23,5.54,1.48,1.25,1.69,0.33,0.33,,,,,323.62,298.62,348.62,,,,11.08,10.69,11.46,1.26,1.25,1.27,,,,,,,,,,,,,,,
FC Groningen,26,10,4,12,34,36.0,36.0,0.0,13,5,13,5,38.5,38.5,50.81,53.54,48.08,1.82,1.82,1.82,2.81,2.69,2.92,2.16,2.0,2.31,15.85,17.0,14.69,,,,,,,,,,2.76,2.75,2.77,6.38,7.46,5.31,1.81,1.62,2.0,0.5,0.33,1.0,,,,338.62,355.85,321.38,,,,10.65,9.77,11.54,1.62,1.62,1.62,,,,,,,,,,,,,,,
