team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Fortuna Sittard,34,9,11,14,38,37.0,56.0,-19.0,17,7,17,2,41.2,11.8,42.97,43.53,42.41,1.33,1.74,0.92,2.06,2.94,1.18,1.45,2.0,0.94,14.06,16.82,11.29,,,,,,,,,,2.85,2.29,3.41,5.03,6.29,3.76,1.87,1.65,2.14,0.5,0.5,0.5,,,,264.38,266.88,261.88,,,,10.85,10.53,11.18,1.29,1.19,1.4,,,,,,,,,,,,,,,
SC Heerenveen,34,10,7,17,37,53.0,70.0,-17.0,17,6,17,4,35.3,23.5,49.74,50.41,49.06,1.4,1.64,1.16,2.18,2.41,1.94,1.39,1.33,1.44,14.53,15.53,13.53,,,,,,,,,,2.85,2.71,3.0,5.65,5.88,5.41,1.3,1.53,1.07,0.57,0.67,0.5,,,,362.44,359.71,365.18,,,,9.41,9.18,9.65,1.58,2.07,1.18,,,,,,,,,,,,,,,
PEC Zwolle,34,9,9,16,36,45.0,67.0,-22.0,17,5,17,4,29.4,23.5,49.18,52.35,46.0,1.27,1.49,1.06,1.85,1.94,1.76,1.15,1.24,1.06,12.62,15.24,10.0,,,,,,,,,,3.91,3.0,4.82,3.71,4.53,2.88,1.97,1.76,2.18,0.67,0.0,1.0,,,,339.85,361.59,318.12,,,,10.76,10.65,10.88,1.84,1.71,2.0,,,,,,,,,,,,,,,
Almere City FC,34,7,13,14,34,33.0,59.0,-26.0,17,3,17,4,17.6,23.5,43.76,45.12,42.41,1.04,1.1,0.98,1.5,1.41,1.59,0.91,0.88,0.94,11.12,12.0,10.24,,,,,,,,,,3.85,3.53,4.18,4.56,5.12,4.0,2.16,2.0,2.31,0.5,0.67,0.33,,,,231.0,223.59,238.41,,,,14.35,13.59,15.12,1.59,1.56,1.62,,,,,,,,,,,,,,,
Heracles Almelo,34,9,6,19,33,41.0,74.0,-33.0,17,6,17,3,35.3,17.6,46.12,48.65,43.59,1.24,1.38,1.1,1.94,2.06,1.82,1.15,1.18,1.12,10.82,13.18,8.47,,,,,,,,,,4.53,4.12,4.94,4.53,4.82,4.24,2.06,1.59,2.53,0.4,0.25,1.0,,,,305.71,331.47,279.94,,,,11.24,10.71,11.76,1.58,1.59,1.56,,,,,,,,,,,,,,,
RKC Waalwijk,34,7,8,19,29,38.0,56.0,-18.0,17,4,17,3,23.5,17.6,45.15,45.47,44.82,1.32,1.32,1.33,1.76,1.88,1.65,1.09,1.19,1.0,12.15,12.0,12.29,,,,,,,,,,4.47,4.0,4.94,4.21,4.12,4.29,1.87,1.64,2.06,0.57,0.67,0.5,,,,294.65,299.53,289.76,,,,10.44,9.88,11.0,1.07,1.23,0.93,,,,,,,,,,,,,,,
Vitesse,34,6,6,22,24,30.0,74.0,-44.0,17,2,17,4,11.8,23.5,50.35,51.65,49.06,1.13,1.35,0.91,1.68,2.18,1.18,1.24,1.71,0.76,13.18,15.35,11.0,,,,,,,,,,4.5,4.0,5.0,5.26,5.88,4.65,1.94,1.65,2.27,0.71,0.75,0.67,,,,329.53,333.41,325.65,,,,11.76,11.41,12.12,1.47,1.59,1.35,,,,,,,,,,,,,,,
FC Volendam,34,4,7,23,19,34.0,88.0,-54.0,17,3,17,1,17.6,5.9,41.12,44.24,38.0,1.09,1.33,0.85,1.71,2.29,1.12,1.16,1.59,0.64,10.06,11.12,9.0,,,,,,,,,,5.5,4.88,6.12,4.15,4.35,3.94,1.87,1.87,1.88,0.43,0.33,0.5,,,,253.5,286.18,220.82,,,,9.35,10.59,8.12,1.64,1.94,1.35,,,,,,,,,,,,,,,
NAC Breda,6,4,1,1,13,19.0,8.0,11.0,3,2,3,2,66.7,66.7,49.0,55.33,42.67,,,,2.0,3.0,1.0,0.83,1.33,0.33,15.33,22.0,8.67,,,,,,,,,,4.0,2.33,5.67,5.83,8.33,3.33,1.83,1.67,2.0,0.0,0.0,,,,,309.83,362.33,257.33,,,,10.5,10.33,10.67,2.25,3.0,2.0,,,,,,,,,,,,,,,
FC Emmen,4,1,2,1,5,4.0,6.0,-2.0,2,0,2,1,0.0,50.0,43.5,42.0,45.0,,,,1.75,1.5,2.0,1.0,0.5,1.5,15.25,16.0,14.5,,,,,,,,,,3.5,3.0,4.0,5.25,3.0,7.5,2.5,2.5,2.5,,,,,,,239.75,228.0,251.5,,,,12.0,13.5,10.5,1.33,1.5,1.0,,,,,,,,,,,,,,,
ADO Den Haag,4,1,1,2,4,7.0,13.0,-6.0,2,0,2,1,0.0,50.0,43.75,41.0,46.5,,,,2.5,2.5,2.5,1.75,2.0,1.5,14.5,15.0,14.0,,,,,,,,,,2.75,3.0,2.5,5.25,5.5,5.0,3.0,4.5,1.5,1.0,1.0,1.0,,,,231.0,196.0,266.0,,,,14.0,14.0,14.0,1.75,0.5,3.0,,,,,,,,,,,,,,,
De Graafschap,2,0,1,1,1,4.0,5.0,-1.0,1,0,1,0,0.0,0.0,57.5,52.0,63.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,13.0,12.0,14.0,,,,,,,,,,2.0,2.0,2.0,9.0,5.0,13.0,0.5,0.0,1.0,0.0,,0.0,,,,297.5,271.0,324.0,,,,7.0,7.0,7.0,2.5,1.0,4.0,,,,,,,,,,,,,,,
FC Dordrecht,2,0,1,1,1,2.0,3.0,-1.0,1,0,1,0,0.0,0.0,59.0,53.0,65.0,,,,2.5,1.0,4.0,1.5,1.0,2.0,17.0,16.0,18.0,,,,,,,,,,2.5,2.0,3.0,5.5,6.0,5.0,1.0,0.0,2.0,,,,,,,356.0,286.0,426.0,,,,9.5,11.0,8.0,0.5,0.0,1.0,,,,,,,,,,,,,,,
Roda JC Kerkrade,2,0,0,2,0,1.0,8.0,-7.0,1,0,1,0,0.0,0.0,53.0,54.0,52.0,,,,0.5,1.0,0.0,0.5,1.0,0.0,9.5,9.0,10.0,,,,,,,,,,2.5,3.0,2.0,3.5,4.0,3.0,2.5,2.0,3.0,,,,,,,367.0,375.0,359.0,,,,10.0,9.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,
