team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Go Ahead Eagles,34,10,10,14,40,46.0,56.0,-10.0,17,7,17,3,41.2,17.6,46.71,46.88,46.53,,,,2.21,2.76,1.62,1.48,1.93,1.0,12.65,13.71,11.59,,,,,,,,,,3.47,3.59,3.35,4.82,5.24,4.41,1.58,1.12,2.0,1.0,1.0,,,,,309.06,312.0,306.12,,,,10.82,9.94,11.71,1.32,1.5,1.14,,,,,,,,,,,,,,,
NEC Nijmegen,34,8,15,11,39,42.0,45.0,-3.0,17,3,17,5,17.6,29.4,50.71,53.06,48.35,,,,2.0,2.47,1.47,1.45,1.56,1.31,13.71,15.71,11.71,,,,,,,,,,4.12,3.53,4.71,5.41,6.41,4.41,1.44,1.29,1.59,0.38,0.33,0.4,,,,351.24,365.88,336.59,,,,10.53,10.29,10.76,1.12,1.33,0.94,,,,,,,,,,,,,,,
FC Volendam,34,10,6,18,36,42.0,71.0,-29.0,17,9,17,1,52.9,5.9,40.76,41.88,39.65,,,,2.0,2.53,1.44,1.35,1.62,1.07,12.24,13.71,10.76,,,,,,,,,,4.15,3.41,4.88,5.15,6.06,4.24,1.31,1.44,1.19,0.75,1.0,0.67,,,,245.79,252.41,239.18,,,,10.0,10.53,9.47,1.91,1.81,2.0,,,,,,,,,,,,,,,
Fortuna Sittard,34,10,6,18,36,39.0,62.0,-23.0,17,5,17,5,29.4,29.4,43.91,42.76,45.06,,,,1.59,2.0,1.24,1.0,1.07,0.93,11.44,12.65,10.24,,,,,,,,,,3.65,3.59,3.71,4.38,4.41,4.35,2.03,2.07,2.0,0.75,0.67,1.0,,,,281.74,270.94,292.53,,,,9.5,10.53,8.47,2.29,2.2,2.38,,,,,,,,,,,,,,,
FC Emmen,38,8,10,20,34,38.0,70.0,-32.0,19,4,19,4,21.1,21.1,48.84,51.11,46.58,,,,1.5,1.53,1.47,1.09,1.11,1.06,11.05,11.47,10.63,,,,,,,,,,2.84,2.89,2.79,4.32,4.63,4.0,1.47,1.29,1.65,0.4,0.0,0.5,,,,346.11,371.05,321.16,,,,9.26,8.95,9.58,1.35,1.44,1.26,,,,,,,,,,,,,,,
Excelsior,34,9,5,20,32,32.0,71.0,-39.0,17,8,17,1,47.1,5.9,41.26,41.71,40.82,,,,1.65,2.24,1.06,1.12,1.47,0.76,10.15,11.71,8.59,,,,,,,,,,5.06,4.76,5.35,4.32,5.53,3.12,1.81,1.36,2.31,0.33,0.5,0.0,,,,266.32,272.47,260.18,,,,9.82,9.41,10.24,1.41,1.53,1.25,,,,,,,,,,,,,,,
SC Cambuur,34,5,4,25,19,26.0,69.0,-43.0,17,3,17,2,17.6,11.8,47.71,49.88,45.53,,,,1.7,1.82,1.56,1.42,1.41,1.44,11.32,12.0,10.65,,,,,,,,,,4.18,3.41,4.94,4.53,5.41,3.65,1.47,1.65,1.29,1.0,1.0,1.0,,,,304.12,327.35,280.88,,,,10.59,11.0,10.18,1.35,1.47,1.24,,,,,,,,,,,,,,,
FC Groningen,34,4,6,24,18,31.0,75.0,-44.0,17,3,17,1,17.6,5.9,46.29,48.65,43.94,,,,1.33,1.62,1.06,0.93,1.14,0.75,11.12,12.71,9.53,,,,,,,,,,3.47,3.12,3.82,4.06,4.35,3.76,1.65,1.4,1.88,0.83,0.75,1.0,,,,295.03,297.24,292.82,,,,9.56,9.59,9.53,1.47,1.76,1.18,,,,,,,,,,,,,,,
Almere City FC,6,3,2,1,11,9.0,5.0,4.0,3,2,3,1,66.7,33.3,53.83,60.67,47.0,,,,2.6,3.33,1.5,2.0,2.67,1.0,18.83,29.33,8.33,,,,,,,,,,3.83,3.33,4.33,8.83,12.67,5.0,2.33,3.0,1.67,1.0,,1.0,,,,392.5,473.0,312.0,,,,13.17,13.0,13.33,2.17,2.0,2.33,,,,,,,,,,,,,,,
NAC Breda,4,2,0,2,6,6.0,5.0,1.0,2,1,2,1,50.0,50.0,48.75,55.5,42.0,,,,1.0,1.0,1.0,0.25,0.5,0.0,11.75,14.0,9.5,,,,,,,,,,2.5,2.0,3.0,5.0,3.5,6.5,1.67,1.5,2.0,1.0,,1.0,,,,295.25,340.0,250.5,,,,10.75,10.5,11.0,2.0,2.5,1.5,,,,,,,,,,,,,,,
VVV-Venlo,4,1,3,0,6,7.0,6.0,1.0,2,1,2,0,50.0,0.0,48.75,50.0,47.5,,,,1.67,3.0,1.0,1.0,1.0,1.0,12.25,13.0,11.5,,,,,,,,,,4.0,3.0,5.0,3.0,4.0,2.0,2.5,2.0,3.0,0.0,0.0,,,,,370.0,355.0,385.0,,,,10.0,9.0,11.0,2.25,1.0,3.5,,,,,,,,,,,,,,,
FC Eindhoven,2,1,0,1,3,2.0,3.0,-1.0,1,1,1,0,100.0,0.0,34.0,37.0,31.0,,,,1.0,0.0,2.0,0.5,0.0,1.0,7.0,9.0,5.0,,,,,,,,,,4.0,2.0,6.0,2.5,2.0,3.0,2.0,2.0,2.0,,,,,,,199.5,222.0,177.0,,,,14.5,9.0,20.0,2.0,3.0,1.0,,,,,,,,,,,,,,,
Willem II Tilburg,2,0,1,1,1,4.0,5.0,-1.0,1,0,1,0,0.0,0.0,51.0,47.0,55.0,,,,2.5,1.0,4.0,3.0,,3.0,12.5,14.0,11.0,,,,,,,,,,2.0,3.0,1.0,6.5,8.0,5.0,3.5,3.0,4.0,,,,,,,395.0,400.0,390.0,,,,14.5,15.0,14.0,1.5,2.0,1.0,,,,,,,,,,,,,,,
MVV Maastricht,2,0,0,2,0,1.0,5.0,-4.0,1,0,1,0,0.0,0.0,57.5,65.0,50.0,,,,1.0,2.0,0.0,0.5,1.0,0.0,9.5,12.0,7.0,,,,,,,,,,3.0,2.0,4.0,3.5,4.0,3.0,1.5,2.0,1.0,0.0,0.0,,,,,343.0,412.0,274.0,,,,11.0,10.0,12.0,3.0,2.0,4.0,,,,,,,,,,,,,,,
