team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
PSV Eindhoven,34,25,4,5,79,103.0,39.0,64.0,17,13,17,12,76.5,70.6,68.03,68.41,67.65,2.46,2.79,2.13,4.41,5.0,3.82,2.71,3.18,2.24,19.88,22.18,17.59,,,,,,,,,,1.91,1.88,1.94,7.5,8.47,6.53,1.26,0.5,1.87,0.2,0.33,0.0,,,,543.85,556.65,531.06,,,,8.32,7.35,9.29,1.48,1.5,1.47,,,,,,,,,,,,,,,
AFC Ajax,34,24,6,4,78,67.0,32.0,35.0,17,13,17,11,76.5,64.7,57.91,58.94,56.88,1.95,2.26,1.65,3.26,3.88,2.65,1.97,2.29,1.62,14.15,15.82,12.47,,,,,,,,,,2.47,2.53,2.41,5.56,6.76,4.35,1.69,1.47,1.88,0.2,0.33,0.0,,,,488.03,523.88,452.18,,,,10.21,9.76,10.65,1.77,2.07,1.5,,,,,,,,,,,,,,,
Feyenoord,34,20,8,6,68,76.0,38.0,38.0,17,11,17,9,64.7,52.9,57.59,58.53,56.65,1.83,1.95,1.71,3.06,3.53,2.59,2.03,2.31,1.73,16.38,17.24,15.53,,,,,,,,,,2.38,2.18,2.59,6.29,6.24,6.35,1.53,1.29,1.75,0.5,1.0,0.33,,,,420.47,441.29,399.65,,,,8.35,8.65,8.06,1.22,1.12,1.33,,,,,,,,,,,,,,,
FC Utrecht,34,18,10,6,64,62.0,45.0,17.0,17,9,17,9,52.9,52.9,46.41,48.24,44.59,1.47,1.61,1.34,2.18,2.47,1.88,1.52,1.94,1.07,14.38,16.0,12.76,,,,,,,,,,3.18,2.59,3.76,4.71,4.94,4.47,1.45,1.06,1.88,0.2,0.33,0.0,,,,310.62,321.0,300.24,,,,10.35,9.59,11.12,1.36,1.64,1.07,,,,,,,,,,,,,,,
AZ Alkmaar,36,18,9,9,63,65.0,40.0,25.0,19,10,17,8,52.6,47.1,52.28,54.16,50.18,1.7,2.04,1.32,2.89,3.33,2.41,1.88,2.18,1.56,14.53,16.79,12.0,,,,,,,,,,1.83,1.79,1.88,6.08,6.21,5.94,1.79,1.17,2.5,0.57,1.0,0.5,,,,393.97,412.95,372.76,,,,10.39,10.0,10.82,1.41,1.28,1.57,,,,,,,,,,,,,,,
FC Twente,36,16,9,11,57,67.0,54.0,13.0,18,11,18,5,61.1,27.8,53.33,52.61,54.06,1.64,1.95,1.33,2.39,3.06,1.72,1.48,1.94,0.93,14.47,16.39,12.56,,,,,,,,,,2.28,2.44,2.11,5.14,5.33,4.94,1.48,1.06,1.94,1.0,1.0,1.0,,,,384.61,394.83,374.39,,,,10.25,9.94,10.56,1.69,1.94,1.41,,,,,,,,,,,,,,,
Go Ahead Eagles,34,14,9,11,51,57.0,55.0,2.0,17,10,17,4,58.8,23.5,51.47,53.88,49.06,1.63,1.78,1.48,2.82,2.94,2.71,1.84,1.88,1.81,14.18,15.24,13.12,,,,,,,,,,3.38,2.76,4.0,5.26,5.35,5.18,1.44,1.19,1.69,0.4,0.0,0.67,,,,374.06,380.76,367.35,,,,8.94,8.65,9.24,1.71,1.93,1.5,,,,,,,,,,,,,,,
SC Heerenveen,35,12,7,16,43,43.0,61.0,-18.0,17,10,18,2,58.8,11.1,53.34,53.65,53.06,1.26,1.57,0.98,2.15,2.69,1.67,1.55,1.75,1.35,13.2,15.29,11.22,,,,,,,,,,3.46,2.35,4.5,4.74,6.18,3.39,1.52,1.33,1.69,0.5,0.33,1.0,,,,392.66,387.94,397.11,,,,11.71,11.65,11.78,1.52,1.35,1.69,,,,,,,,,,,,,,,
NEC Nijmegen,35,12,7,16,43,53.0,49.0,4.0,17,6,18,6,35.3,33.3,48.74,49.59,47.94,1.39,1.72,1.08,2.2,2.71,1.72,1.57,1.86,1.31,13.2,14.94,11.56,,,,,,,,,,3.66,3.29,4.0,4.91,4.94,4.89,1.64,1.27,1.94,0.33,0.33,0.33,,,,342.0,346.59,337.67,,,,10.86,11.29,10.44,1.1,1.2,1.0,,,,,,,,,,,,,,,
Fortuna Sittard,34,11,8,15,41,37.0,54.0,-17.0,17,8,17,3,47.1,17.6,44.29,46.94,41.65,1.23,1.38,1.08,1.82,2.06,1.59,1.23,1.64,0.88,10.53,11.76,9.29,,,,,,,,,,3.32,3.06,3.59,4.32,5.29,3.35,2.16,2.0,2.29,0.6,1.0,0.33,,,,276.5,285.0,268.0,,,,11.68,11.47,11.88,1.32,1.5,1.18,,,,,,,,,,,,,,,
