team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
RC Lens,25,18,2,5,56,48.0,21.0,27.0,13,11,12,7,84.6,58.3,49.12,50.08,48.08,1.97,2.19,1.73,3.8,4.0,3.58,2.6,2.62,2.58,14.92,15.69,14.08,,,,,,,,,,2.67,1.83,3.5,5.64,6.15,5.08,1.96,1.69,2.25,0.5,0.67,0.4,,,,380.88,385.15,376.25,,,,13.44,13.46,13.42,2.41,2.42,2.4,,,,,,,,,,,,,,,
Paris Saint-Germain,24,17,3,4,54,49.0,22.0,27.0,11,9,13,8,81.8,61.5,68.71,69.0,68.46,2.08,2.24,1.95,3.75,3.73,3.77,2.52,2.36,2.67,17.83,20.18,15.85,,,,,,,,,,2.0,2.36,1.69,5.96,6.27,5.69,1.09,1.3,0.92,0.33,,0.33,,,,657.29,669.55,646.92,,,,10.17,10.64,9.77,1.24,1.67,0.92,,,,,,,,,,,,,,,
Olympique de Marseille,25,14,4,7,46,52.0,33.0,19.0,12,8,13,6,66.7,46.2,57.56,58.58,56.62,1.8,2.02,1.59,2.88,3.17,2.62,1.64,1.58,1.69,14.2,14.17,14.23,,,,,,,,,,2.8,3.0,2.62,4.8,5.17,4.46,2.42,2.08,2.75,0.67,0.67,0.67,,,,497.2,503.83,491.08,,,,12.92,13.58,12.31,1.12,1.18,1.08,,,,,,,,,,,,,,,
Olympique Lyonnais,25,14,4,7,46,40.0,27.0,13.0,12,9,13,5,75.0,38.5,54.8,57.0,52.77,1.58,1.83,1.36,2.88,3.33,2.46,2.0,2.6,1.5,11.96,13.33,10.69,,,,,,,,,,2.6,2.25,2.92,5.56,6.0,5.15,2.08,1.83,2.31,0.55,0.2,0.83,,,,405.2,437.92,375.0,,,,13.48,13.92,13.08,1.52,1.45,1.58,,,,,,,,,,,,,,,
Stade Rennais,24,12,7,5,43,42.0,30.0,12.0,12,7,12,5,58.3,41.7,53.08,52.17,54.0,1.53,1.94,1.11,2.33,3.08,1.58,1.09,1.55,0.64,13.33,15.83,10.83,,,,,,,,,,2.83,2.75,2.91,5.33,6.0,4.67,1.86,1.82,1.91,0.43,0.25,0.67,,,,403.83,383.25,424.42,,,,12.62,12.92,12.33,2.33,2.58,2.08,,,,,,,,,,,,,,,
Lille,25,12,5,8,41,38.0,32.0,6.0,13,7,12,5,53.8,41.7,55.76,54.46,57.17,1.63,1.7,1.56,2.67,2.92,2.42,1.7,1.83,1.55,14.24,15.0,13.42,,,,,,,,,,2.4,2.15,2.67,6.2,6.31,6.08,2.12,1.85,2.42,1.0,0.5,1.33,,,,421.36,413.0,430.42,,,,11.56,10.92,12.25,1.43,1.23,1.7,,,,,,,,,,,,,,,
AS Monaco,25,12,4,9,40,43.0,37.0,6.0,13,8,12,4,61.5,33.3,52.68,53.85,51.42,1.71,1.9,1.5,3.08,3.23,2.92,2.0,2.0,2.0,12.12,12.85,11.33,,,,,,,,,,2.8,2.54,3.08,4.76,5.0,4.5,2.36,1.77,3.0,0.6,0.67,0.5,,,,394.72,414.46,373.33,,,,13.0,12.46,13.58,2.5,2.73,2.27,,,,,,,,,,,,,,,
Stade Brestois,25,10,6,9,36,34.0,34.0,0.0,13,7,12,3,53.8,25.0,42.24,44.0,40.33,1.4,1.76,1.02,2.2,2.77,1.58,1.5,1.92,0.89,11.52,13.92,8.92,,,,,,,,,,3.12,2.42,3.83,4.04,5.0,3.0,1.76,1.69,1.83,0.67,0.33,1.0,,,,287.64,298.92,275.42,,,,13.44,13.46,13.42,1.17,1.33,1.0,,,,,,,,,,,,,,,
RC Strasbourg,25,10,6,9,36,40.0,31.0,9.0,12,7,13,3,58.3,23.1,52.56,51.17,53.85,1.58,1.85,1.33,3.12,3.67,2.62,2.04,2.25,1.82,11.2,12.0,10.46,,,,,,,,,,2.88,2.33,3.38,3.8,4.5,3.15,1.96,1.67,2.23,0.71,0.33,1.0,,,,452.72,451.58,453.77,,,,11.36,10.17,12.46,1.83,1.92,1.73,,,,,,,,,,,,,,,
Lorient,25,8,10,7,34,35.0,39.0,-4.0,12,6,13,2,50.0,15.4,45.36,46.08,44.69,1.31,1.52,1.11,1.96,2.58,1.38,1.43,1.88,1.15,11.76,12.5,11.08,,,,,,,,,,2.2,2.42,2.0,3.28,2.83,3.69,1.79,2.09,1.54,0.25,0.0,1.0,,,,364.12,368.0,360.54,,,,9.88,10.33,9.46,1.65,2.18,1.17,,,,,,,,,,,,,,,
