team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Paris Saint-Germain,34,22,10,2,76,81.0,33.0,48.0,17,9,17,13,52.9,76.5,65.47,67.41,63.53,2.04,2.0,2.09,3.12,2.76,3.47,1.76,1.47,2.06,15.09,15.71,14.47,,,,,,,,,,3.44,2.18,4.71,5.82,6.35,5.29,1.7,1.64,1.75,0.6,1.0,0.5,,,,610.85,641.41,580.29,,,,10.38,9.94,10.82,1.66,1.94,1.38,,,,,,,,,,,,,,,
AS Monaco,34,20,7,7,67,68.0,42.0,26.0,17,10,17,10,58.8,58.8,53.85,55.35,52.35,1.65,1.67,1.63,2.74,2.59,2.88,1.59,1.87,1.35,15.21,16.29,14.12,,,,,,,,,,3.35,3.06,3.65,5.38,5.82,4.94,2.5,2.19,2.81,0.89,0.5,1.2,,,,413.15,429.0,397.29,,,,14.15,14.88,13.41,2.15,2.12,2.18,,,,,,,,,,,,,,,
Stade Brestois,34,17,10,7,61,53.0,34.0,19.0,17,8,17,9,47.1,52.9,53.88,56.35,51.41,1.45,1.68,1.22,2.09,2.59,1.59,1.33,1.62,1.0,14.26,15.88,12.65,,,,,,,,,,2.94,2.65,3.24,4.53,5.0,4.06,2.47,2.35,2.59,0.71,0.5,0.8,,,,386.91,414.35,359.47,,,,12.18,12.0,12.35,1.03,1.0,1.06,,,,,,,,,,,,,,,
Lille,34,16,11,7,59,52.0,34.0,18.0,17,11,17,5,64.7,29.4,56.97,55.65,58.29,1.44,1.85,1.04,2.68,3.71,1.65,1.67,2.24,1.06,12.97,14.0,11.94,,,,,,,,,,2.82,2.41,3.24,5.21,5.41,5.0,2.09,1.88,2.31,1.0,1.0,1.0,,,,455.62,436.53,474.71,,,,11.06,11.24,10.88,1.35,1.59,1.12,,,,,,,,,,,,,,,
Nice,34,15,10,9,55,40.0,29.0,11.0,17,9,17,6,52.9,35.3,52.5,52.71,52.29,1.49,1.6,1.37,2.35,2.65,2.06,1.56,1.88,1.24,13.5,14.53,12.47,,,,,,,,,,2.26,2.24,2.29,5.41,5.76,5.06,1.82,1.71,1.94,0.57,0.75,0.33,,,,432.97,421.88,444.06,,,,11.82,11.0,12.65,1.68,2.0,1.38,,,,,,,,,,,,,,,
Olympique Lyonnais,34,16,5,13,53,49.0,55.0,-6.0,17,7,17,9,41.2,52.9,51.85,52.35,51.35,1.51,1.75,1.27,2.36,2.76,1.94,1.61,2.06,1.13,13.03,14.12,11.94,,,,,,,,,,3.5,3.35,3.65,4.88,5.12,4.65,1.81,2.0,1.6,0.86,1.0,0.67,,,,411.09,410.35,411.82,,,,12.5,12.88,12.12,1.62,2.0,1.25,,,,,,,,,,,,,,,
RC Lens,34,14,9,11,51,45.0,37.0,8.0,17,9,17,5,52.9,29.4,52.85,52.47,53.24,1.61,2.06,1.17,2.85,3.71,2.0,2.1,2.87,1.38,14.53,16.65,12.41,,,,,,,,,,3.09,2.76,3.41,5.15,5.82,4.47,2.32,1.65,3.0,0.75,1.0,0.5,,,,406.15,404.53,407.76,,,,13.09,12.59,13.59,2.34,2.0,2.69,,,,,,,,,,,,,,,
Olympique de Marseille,34,13,11,10,50,52.0,41.0,11.0,17,10,17,3,58.8,17.6,53.65,52.53,54.76,1.64,1.91,1.36,2.56,3.12,2.0,1.69,1.93,1.47,14.15,14.24,14.06,,,,,,,,,,2.76,2.41,3.12,5.41,5.35,5.47,1.79,1.41,2.18,0.45,0.5,0.4,,,,408.62,399.88,417.35,,,,11.0,9.47,12.53,2.23,2.0,2.44,,,,,,,,,,,,,,,
Stade de Reims,34,13,8,13,47,42.0,47.0,-5.0,17,8,17,5,47.1,29.4,50.38,51.76,49.0,1.32,1.43,1.21,2.0,1.82,2.18,1.27,1.12,1.44,12.21,12.59,11.82,,,,,,,,,,2.71,2.59,2.82,5.12,5.24,5.0,2.12,2.0,2.24,0.75,0.0,1.0,,,,354.41,369.53,339.29,,,,13.06,12.47,13.65,2.55,2.44,2.65,,,,,,,,,,,,,,,
Stade Rennais,34,12,10,12,46,53.0,46.0,7.0,17,7,17,5,41.2,29.4,52.24,51.12,53.35,1.58,1.96,1.2,2.03,2.76,1.29,1.2,1.47,0.85,14.32,15.65,13.0,,,,,,,,,,3.09,2.88,3.29,4.62,5.0,4.24,1.94,1.88,2.0,0.44,0.2,0.75,,,,402.32,399.76,404.88,,,,12.47,11.18,13.76,1.16,1.19,1.13,,,,,,,,,,,,,,,
Toulouse,34,11,10,13,43,42.0,46.0,-4.0,17,3,17,8,17.6,47.1,48.35,49.71,47.0,1.2,1.34,1.07,1.74,1.65,1.82,1.07,1.08,1.06,11.88,13.12,10.65,,,,,,,,,,2.79,2.47,3.12,4.44,5.53,3.35,2.33,1.94,2.75,0.33,0.5,0.0,,,,360.12,374.41,345.82,,,,14.74,14.29,15.18,1.61,1.59,1.64,,,,,,,,,,,,,,,
Montpellier,34,10,12,12,42,43.0,48.0,-5.0,17,3,17,7,17.6,41.2,44.35,46.06,42.65,1.38,1.64,1.11,2.15,2.65,1.65,1.29,1.76,0.71,13.06,15.76,10.35,,,,,,,,,,3.74,3.24,4.24,4.06,4.88,3.24,2.03,1.94,2.12,0.83,1.0,0.67,,,,304.94,310.35,299.53,,,,12.71,13.35,12.06,1.67,1.71,1.62,,,,,,,,,,,,,,,
RC Strasbourg,34,10,9,15,39,38.0,50.0,-12.0,17,7,17,3,41.2,17.6,44.18,44.35,44.0,1.25,1.42,1.07,1.91,2.12,1.71,1.19,1.33,1.06,10.79,12.29,9.29,,,,,,,,,,2.32,2.47,2.18,3.44,3.71,3.18,1.74,2.06,1.41,0.67,0.67,,,,,332.47,332.24,332.71,,,,13.59,13.24,13.94,1.03,1.06,1.0,,,,,,,,,,,,,,,
Nantes,34,9,6,19,33,30.0,55.0,-25.0,17,3,17,6,17.6,35.3,44.62,44.59,44.65,1.12,1.2,1.04,1.62,1.47,1.76,1.25,1.06,1.44,11.21,12.06,10.35,,,,,,,,,,3.0,3.65,2.35,4.85,5.29,4.41,2.06,1.71,2.44,0.43,0.67,0.25,,,,334.09,338.94,329.24,,,,13.18,11.65,14.71,1.55,1.31,1.76,,,,,,,,,,,,,,,
Le Havre,34,7,11,16,32,34.0,45.0,-11.0,17,6,17,1,35.3,5.9,44.56,45.82,43.29,1.11,1.42,0.8,1.56,2.24,0.88,1.1,1.73,0.5,11.41,13.35,9.47,,,,,,,,,,3.38,2.88,3.88,3.76,4.29,3.24,2.12,2.0,2.24,0.67,0.25,1.0,,,,320.41,332.12,308.71,,,,12.74,12.53,12.94,1.53,1.65,1.41,,,,,,,,,,,,,,,
Metz,36,8,6,22,30,38.0,62.0,-24.0,18,3,18,5,16.7,27.8,35.31,36.72,33.89,1.02,0.98,1.07,1.47,1.39,1.56,0.94,0.81,1.07,9.69,10.89,8.5,,,,,,,,,,4.0,2.89,5.11,3.89,3.89,3.89,1.79,2.0,1.59,0.75,1.0,0.0,,,,237.31,247.78,226.83,,,,12.36,12.5,12.22,1.38,1.59,1.18,,,,,,,,,,,,,,,
