team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Toulouse,34,11,9,14,42,44.0,43.0,1.0,17,5,17,6,29.4,35.3,44.74,47.29,42.18,1.46,1.27,1.64,2.56,2.06,3.06,1.75,1.5,2.0,11.85,12.29,11.41,,,,,,,,,,2.0,1.88,2.12,4.79,5.24,4.35,1.7,1.62,1.76,0.5,1.0,0.4,,,,320.09,337.53,302.65,,,,12.97,12.82,13.12,1.77,1.83,1.71,,,,,,,,,,,,,,,
Stade Rennais,34,13,2,19,41,51.0,50.0,1.0,17,9,17,4,52.9,23.5,51.09,52.82,49.35,1.45,1.49,1.41,2.06,2.06,2.06,1.37,1.64,1.12,12.68,14.12,11.24,,,,,,,,,,2.65,2.06,3.24,5.0,5.76,4.24,2.09,1.88,2.31,0.29,0.2,0.5,,,,386.59,406.24,366.94,,,,13.09,12.82,13.35,1.41,1.71,1.12,,,,,,,,,,,,,,,
Nantes,34,8,12,14,36,39.0,52.0,-13.0,17,5,17,3,29.4,17.6,39.97,43.82,36.12,1.17,1.34,0.99,2.15,2.75,1.59,1.45,2.0,0.94,10.29,12.24,8.35,,,,,,,,,,2.94,2.59,3.29,4.21,4.88,3.53,2.15,2.12,2.19,0.44,0.33,0.67,,,,298.18,331.59,264.76,,,,12.06,12.5,11.65,1.11,1.31,0.93,,,,,,,,,,,,,,,
Angers,34,10,6,18,36,32.0,53.0,-21.0,17,5,17,5,29.4,29.4,40.82,41.53,40.12,1.07,1.03,1.1,1.91,1.82,2.0,1.26,1.13,1.38,9.32,9.12,9.53,,,,,,,,,,4.06,4.53,3.59,3.79,3.82,3.76,1.47,1.47,1.47,0.33,0.25,0.5,,,,303.03,312.35,293.71,,,,11.18,10.88,11.47,2.3,2.38,2.24,,,,,,,,,,,,,,,
Stade de Reims,36,8,10,18,34,35.0,51.0,-16.0,18,4,18,4,22.2,22.2,43.69,46.17,41.22,1.11,1.17,1.06,1.72,1.83,1.61,1.11,1.17,1.06,11.75,12.39,11.11,,,,,,,,,,3.83,3.44,4.22,4.0,3.61,4.39,2.09,2.06,2.12,0.86,0.75,1.0,,,,318.08,336.94,299.22,,,,11.75,11.72,11.78,1.74,1.67,1.82,,,,,,,,,,,,,,,
Le Havre,34,10,4,20,34,40.0,71.0,-31.0,17,3,17,7,17.6,41.2,42.97,45.94,40.0,1.25,1.27,1.24,1.94,1.94,1.94,1.24,1.35,1.12,10.26,10.65,9.88,,,,,,,,,,3.18,2.94,3.41,3.85,3.59,4.12,1.73,1.65,1.81,0.5,0.33,0.6,,,,303.26,323.53,283.0,,,,11.12,11.88,10.31,1.56,1.53,1.6,,,,,,,,,,,,,,,
Saint-Étienne,34,8,6,20,30,39.0,77.0,-38.0,17,6,17,2,35.3,11.8,47.35,49.18,45.53,1.1,1.26,0.95,1.79,2.24,1.35,1.09,1.41,0.75,10.88,12.76,9.0,,,,,,,,,,3.97,3.35,4.59,3.97,4.18,3.76,2.0,2.19,1.82,0.75,,0.75,,,,367.0,391.12,342.88,,,,13.21,13.0,13.41,1.59,1.62,1.54,,,,,,,,,,,,,,,
Montpellier,34,4,4,26,16,23.0,79.0,-56.0,17,3,17,1,17.6,5.9,44.97,46.0,43.94,1.04,1.35,0.73,1.53,2.06,1.0,1.16,1.38,0.94,11.03,12.29,9.76,,,,,,,,,,3.5,3.71,3.29,4.68,5.35,4.0,2.59,2.59,2.59,1.0,1.0,1.0,,,,318.74,303.59,333.88,,,,12.56,12.53,12.59,2.1,2.47,1.75,,,,,,,,,,,,,,,
Metz,3,2,1,0,7,5.0,2.0,3.0,2,1,1,1,50.0,100.0,60.0,61.5,57.0,,,,0.67,1.0,0.0,0.5,1.0,0.0,11.67,13.5,8.0,,,,,,,,,,2.0,2.0,2.0,7.33,8.0,6.0,1.67,1.5,2.0,0.0,0.0,,,,,433.33,365.5,569.0,,,,13.33,14.0,12.0,4.0,4.0,4.0,,,,,,,,,,,,,,,
USL Dunkerque,2,1,0,1,3,1.0,1.0,0.0,1,1,1,0,100.0,0.0,43.0,48.0,38.0,,,,1.5,2.0,1.0,1.5,2.0,1.0,12.0,14.0,10.0,,,,,,,,,,3.0,2.0,4.0,4.0,1.0,7.0,2.0,1.0,3.0,1.0,,1.0,,,,283.0,369.0,197.0,,,,13.5,11.0,16.0,0.5,1.0,0.0,,,,,,,,,,,,,,,
Guingamp,1,0,0,1,0,0,1.0,-1.0,0,0,1,0,0,0.0,52.0,,52.0,,,,2.0,,2.0,2.0,,2.0,8.0,,8.0,,,,,,,,,,4.0,,4.0,1.0,,1.0,0.0,,0.0,,,,,,,392.0,,392.0,,,,12.0,,12.0,6.0,,6.0,,,,,,,,,,,,,,,
