team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Paris Saint-Germain,38,27,4,7,85,89.0,40.0,49.0,19,13,19,14,68.4,73.7,60.71,60.84,60.58,2.08,1.95,2.21,3.7,3.06,4.32,2.31,1.82,2.74,14.97,15.21,14.74,,,,,,,,,,3.26,2.89,3.63,5.37,5.32,5.42,1.73,2.0,1.44,0.62,0.67,0.5,,,,602.58,601.63,603.53,,,,10.0,10.26,9.74,2.08,1.84,2.33,,,,,,,,,,,,,,,
RC Lens,38,25,9,4,84,68.0,29.0,39.0,19,17,19,8,89.5,42.1,55.87,55.37,56.37,1.76,1.76,1.77,2.84,3.0,2.68,1.66,1.53,1.79,13.87,13.68,14.05,,,,,,,,,,2.76,2.39,3.11,5.37,5.42,5.32,1.8,1.53,2.06,0.5,0.33,0.67,,,,445.26,433.89,456.63,,,,12.95,13.63,12.26,1.77,1.5,2.06,,,,,,,,,,,,,,,
Olympique de Marseille,38,22,7,9,73,67.0,40.0,27.0,19,10,19,12,52.6,63.2,56.89,59.05,54.74,1.74,2.0,1.49,2.78,3.11,2.44,1.8,2.0,1.59,14.55,15.74,13.37,,,,,,,,,,2.82,2.79,2.84,5.5,6.32,4.68,1.78,1.61,1.94,1.0,1.0,1.0,,,,415.76,430.74,400.79,,,,14.03,13.79,14.26,1.89,1.78,2.0,,,,,,,,,,,,,,,
Stade Rennais,38,21,5,12,68,69.0,39.0,30.0,19,15,19,6,78.9,31.6,55.87,54.63,57.11,1.65,1.78,1.52,2.57,3.06,2.11,1.59,1.65,1.53,13.92,14.84,13.0,,,,,,,,,,2.38,2.17,2.58,4.58,4.68,4.47,1.61,1.29,1.89,0.67,1.5,0.43,,,,439.42,427.0,451.84,,,,12.24,11.63,12.84,1.42,1.63,1.21,,,,,,,,,,,,,,,
Lille,38,19,10,9,67,65.0,44.0,21.0,19,13,19,6,68.4,31.6,60.87,60.32,61.42,1.85,1.97,1.73,3.03,3.17,2.89,1.97,1.72,2.22,14.66,15.11,14.21,,,,,,,,,,2.16,1.74,2.58,5.71,5.74,5.68,2.18,2.0,2.37,0.14,0.25,0.0,,,,481.97,492.05,471.89,,,,13.08,13.05,13.11,1.68,1.42,1.95,,,,,,,,,,,,,,,
AS Monaco,38,19,8,11,65,70.0,58.0,12.0,19,9,19,10,47.4,52.6,47.95,47.53,48.37,1.64,1.67,1.62,2.81,3.05,2.56,1.61,1.61,1.6,12.58,11.79,13.37,,,,,,,,,,3.68,3.84,3.53,4.37,4.16,4.58,1.73,1.56,1.89,0.83,1.0,0.0,,,,353.61,366.89,340.32,,,,12.84,12.68,13.0,2.27,2.11,2.42,,,,,,,,,,,,,,,
Olympique Lyonnais,38,18,8,12,62,65.0,47.0,18.0,19,10,19,8,52.6,42.1,58.24,59.68,56.79,1.63,1.81,1.45,2.74,2.89,2.58,1.74,1.88,1.61,13.66,15.63,11.68,,,,,,,,,,2.97,2.89,3.05,4.84,6.11,3.58,1.69,1.0,2.39,0.6,0.5,0.67,,,,471.95,493.84,450.05,,,,13.16,11.84,14.47,1.58,1.83,1.33,,,,,,,,,,,,,,,
Clermont Foot,38,17,8,13,59,45.0,49.0,-4.0,19,9,19,8,47.4,42.1,48.34,48.16,48.53,1.26,1.32,1.2,1.97,2.06,1.89,1.18,1.33,1.06,10.61,10.89,10.32,,,,,,,,,,3.11,3.0,3.21,4.08,4.89,3.26,2.0,1.82,2.16,0.45,0.67,0.2,,,,352.18,345.16,359.21,,,,11.21,11.47,10.95,1.41,1.56,1.26,,,,,,,,,,,,,,,
Nice,38,15,13,10,58,48.0,37.0,11.0,19,7,19,8,36.8,42.1,51.58,53.05,50.11,1.53,1.51,1.54,2.24,2.06,2.42,1.61,1.38,1.82,13.53,14.68,12.37,,,,,,,,,,2.92,2.63,3.21,5.08,5.74,4.42,1.43,1.11,1.78,0.75,0.33,2.0,,,,432.79,443.84,421.74,,,,10.08,9.89,10.26,1.46,1.81,1.16,,,,,,,,,,,,,,,
Lorient,38,15,10,13,55,52.0,53.0,-1.0,19,9,19,6,47.4,31.6,46.42,46.32,46.53,1.19,1.23,1.15,1.68,1.72,1.63,1.06,0.88,1.25,10.61,11.0,10.21,,,,,,,,,,3.45,3.16,3.74,3.82,3.58,4.05,1.33,1.42,1.24,0.57,0.5,0.67,,,,368.32,365.47,371.16,,,,10.45,10.79,10.11,1.4,1.5,1.32,,,,,,,,,,,,,,,
Stade de Reims,38,12,15,11,51,45.0,45.0,0.0,19,8,19,4,42.1,21.1,48.53,48.53,48.53,1.65,1.94,1.35,2.67,3.22,2.11,1.78,2.17,1.39,13.79,15.89,11.68,,,,,,,,,,3.24,3.26,3.21,4.68,4.95,4.42,1.89,1.83,1.95,0.54,0.4,0.62,,,,332.13,332.74,331.53,,,,13.34,12.74,13.95,2.3,2.33,2.26,,,,,,,,,,,,,,,
Montpellier,38,15,5,18,50,65.0,62.0,3.0,19,7,19,8,36.8,42.1,45.55,45.0,46.11,1.39,1.54,1.24,2.16,2.32,2.0,1.24,1.41,1.06,11.63,12.21,11.05,,,,,,,,,,3.92,4.58,3.22,5.13,5.21,5.05,1.79,1.47,2.11,0.77,1.0,0.25,,,,301.16,291.63,310.68,,,,12.84,12.16,13.53,2.09,1.89,2.31,,,,,,,,,,,,,,,
Toulouse,38,13,9,16,48,51.0,57.0,-6.0,19,6,19,7,31.6,36.8,51.34,50.63,52.05,1.41,1.48,1.33,2.45,2.63,2.26,1.54,1.63,1.44,12.03,12.89,11.16,,,,,,,,,,3.32,2.95,3.68,5.29,5.63,4.95,1.67,1.68,1.65,0.6,0.67,0.5,,,,379.26,376.89,381.63,,,,12.45,12.53,12.37,2.11,2.0,2.25,,,,,,,,,,,,,,,
