match_id,season,matchday,date,status,stage,home_team,home_team_short,home_team_tla,away_team,away_team_short,away_team_tla,home_goals_ft,away_goals_ft,home_goals_ht,away_goals_ht,result,duration,referee
441789,2023,1,2023-08-18,FINISHED,REGULAR_SEASON,SV Werder Bremen,Bremen,SVW,FC Bayern München,Bayern,FCB,0,4,0,1,AWAY_TEAM,REGULAR,Felix Zwayer
441792,2023,1,2023-08-19,FINISHED,REGULAR_SEASON,Bayer 04 Leverkusen,Leverkusen,B04,RB Leipzig,RB Leipzig,RBL,3,2,2,1,HOME_TEAM,REGULAR,Felix Brych
441794,2023,1,2023-08-19,FINISHED,REGULAR_SEASON,VfL Wolfsburg,Wolfsburg,WOB,1. FC Heidenheim 1846,Heidenheim,HEI,2,0,2,0,HOME_TEAM,REGULAR,Florian Badstübner
441795,2023,1,2023-08-19,FINISHED,REGULAR_SEASON,TSG 1899 Hoffenheim,Hoffenheim,TSG,SC Freiburg,Freiburg,SCF,1,2,0,2,AWAY_TEAM,REGULAR,Sven Jablonski
441796,2023,1,2023-08-19,FINISHED,REGULAR_SEASON,FC Augsburg,Augsburg,FCA,Borussia Mönchengladbach,M'gladbach,BMG,4,4,3,3,DRAW,REGULAR,Daniel Schlager
441797,2023,1,2023-08-19,FINISHED,REGULAR_SEASON,VfB Stuttgart,Stuttgart,VFB,VfL Bochum 1848,Bochum,BOC,5,0,2,0,HOME_TEAM,REGULAR,Daniel Siebert
441790,2023,1,2023-08-19,FINISHED,REGULAR_SEASON,Borussia Dortmund,Dortmund,BVB,1. FC Köln,1. FC Köln,KOE,1,0,0,0,HOME_TEAM,REGULAR,Deniz Aytekin
441791,2023,1,2023-08-20,FINISHED,REGULAR_SEASON,1. FC Union Berlin,Union Berlin,UNB,1. FSV Mainz 05,Mainz,M05,4,1,2,0,HOME_TEAM,REGULAR,Tobias Stieler
441793,2023,1,2023-08-20,FINISHED,REGULAR_SEASON,Eintracht Frankfurt,Frankfurt,SGE,SV Darmstadt 98,Darmstadt,SVD,1,0,1,0,HOME_TEAM,REGULAR,Harm Osmers
441799,2023,2,2023-08-25,FINISHED,REGULAR_SEASON,RB Leipzig,RB Leipzig,RBL,VfB Stuttgart,Stuttgart,VFB,5,1,0,1,HOME_TEAM,REGULAR,Frank Willenborg
441800,2023,2,2023-08-26,FINISHED,REGULAR_SEASON,SC Freiburg,Freiburg,SCF,SV Werder Bremen,Bremen,SVW,1,0,0,0,HOME_TEAM,REGULAR,Benjamin Brand
