team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Milan,38,26,8,4,86,69.0,31.0,38.0,19,12,19,14,63.2,73.7,54.18,53.95,54.42,,,,2.41,2.29,2.53,1.53,1.57,1.5,15.79,16.21,15.37,,,,,,,,,,2.55,2.42,2.68,5.13,5.16,5.11,1.97,1.53,2.42,0.43,0.5,0.4,,,,388.92,389.74,388.11,,,,12.24,11.89,12.58,2.16,2.26,2.06,,,,,,,,,,,,,,,
Inter,38,25,9,4,84,84.0,32.0,52.0,19,14,19,11,73.7,57.9,56.55,56.26,56.84,,,,3.34,3.79,2.89,2.05,2.42,1.67,17.84,19.84,15.84,,,,,,,,,,2.55,2.42,2.68,6.66,7.05,6.26,1.87,1.53,2.21,0.2,1.0,0.0,,,,457.87,461.53,454.21,,,,12.26,12.37,12.16,1.73,2.0,1.36,,,,,,,,,,,,,,,
Napoli,38,24,7,7,79,74.0,31.0,43.0,19,11,19,13,57.9,68.4,58.45,60.47,56.42,,,,2.0,1.94,2.05,1.06,0.93,1.18,15.24,17.74,12.74,,,,,,,,,,2.82,2.42,3.21,5.18,6.26,4.11,1.66,1.47,1.84,0.25,0.2,0.33,,,,490.29,522.26,458.32,,,,12.11,11.58,12.63,1.91,2.06,1.78,,,,,,,,,,,,,,,
Juventus,38,20,10,8,70,57.0,37.0,20.0,19,10,19,10,52.6,52.6,51.61,52.89,50.32,,,,2.14,2.21,2.06,1.53,1.67,1.4,13.76,14.74,12.79,,,,,,,,,,2.34,2.11,2.58,4.47,5.05,3.89,2.03,2.21,1.84,0.4,0.33,0.5,,,,409.32,413.11,405.53,,,,13.37,14.11,12.63,2.18,2.33,2.0,,,,,,,,,,,,,,,
Lazio,38,18,10,10,64,77.0,58.0,19.0,19,10,19,8,52.6,42.1,55.47,56.58,54.37,,,,2.42,2.61,2.22,1.29,1.29,1.29,11.95,13.74,10.16,,,,,,,,,,2.34,2.53,2.16,4.63,5.11,4.16,2.32,1.79,2.84,0.5,0.5,0.5,,,,494.32,516.05,472.58,,,,11.61,10.89,12.32,1.22,1.35,1.11,,,,,,,,,,,,,,,
Roma,38,18,9,11,63,59.0,43.0,16.0,19,10,19,8,52.6,42.1,51.37,49.68,53.05,,,,2.37,2.37,2.37,1.58,1.61,1.56,15.82,16.26,15.37,,,,,,,,,,2.79,2.58,3.0,6.26,6.63,5.89,2.92,3.0,2.84,0.67,0.62,0.75,,,,373.92,358.42,389.42,,,,13.16,12.63,13.68,1.62,1.33,1.89,,,,,,,,,,,,,,,
Fiorentina,38,19,5,14,62,59.0,51.0,8.0,19,13,19,6,68.4,31.6,58.08,59.42,56.74,,,,2.19,2.78,1.63,1.45,1.62,1.27,13.5,15.53,11.47,,,,,,,,,,2.03,1.95,2.11,5.13,5.37,4.89,2.32,2.05,2.58,0.73,0.6,0.83,,,,431.79,453.95,409.63,,,,12.21,11.47,12.95,1.54,1.63,1.44,,,,,,,,,,,,,,,
Atalanta,38,16,11,11,59,65.0,48.0,17.0,19,4,19,12,21.1,63.2,55.05,56.58,53.53,,,,2.43,2.47,2.39,1.55,1.56,1.53,15.89,17.42,14.37,,,,,,,,,,2.5,2.68,2.32,6.03,7.21,4.84,2.29,1.79,2.79,1.0,1.0,1.0,,,,421.53,444.0,399.05,,,,13.5,12.58,14.42,1.89,1.74,2.06,,,,,,,,,,,,,,,
Hellas Verona,38,14,11,13,53,65.0,59.0,6.0,19,9,19,5,47.4,26.3,50.63,50.95,50.32,,,,1.97,2.0,1.94,1.16,1.24,1.07,12.18,12.68,11.68,,,,,,,,,,2.74,3.11,2.37,4.37,4.95,3.79,2.63,2.42,2.84,0.88,1.0,0.75,,,,318.89,323.53,314.26,,,,14.74,14.89,14.58,2.62,2.84,2.39,,,,,,,,,,,,,,,
Torino,38,13,11,14,50,46.0,41.0,5.0,19,8,19,5,42.1,26.3,53.53,52.47,54.58,,,,2.09,2.44,1.71,1.54,1.5,1.58,12.53,14.21,10.84,,,,,,,,,,2.21,2.53,1.89,4.42,4.47,4.37,2.34,1.79,2.89,0.33,0.25,0.4,,,,342.89,335.32,350.47,,,,16.74,15.84,17.63,2.27,2.67,1.89,,,,,,,,,,,,,,,
Sassuolo,38,13,11,14,50,64.0,66.0,-2.0,19,6,19,7,31.6,36.8,55.29,57.58,53.0,,,,2.16,1.79,2.53,1.45,1.31,1.62,15.16,15.63,14.68,,,,,,,,,,3.08,2.89,3.26,5.21,5.79,4.63,2.42,2.16,2.68,0.4,0.75,0.17,,,,425.26,446.37,404.16,,,,12.13,11.47,12.79,1.13,0.79,1.47,,,,,,,,,,,,,,,
Udinese,38,11,14,13,47,61.0,58.0,3.0,19,6,19,5,31.6,26.3,41.97,42.06,41.89,,,,2.29,2.28,2.29,1.52,1.57,1.47,13.08,12.79,13.37,,,,,,,,,,2.81,2.39,3.21,4.81,4.5,5.11,2.51,2.44,2.58,0.6,0.6,0.6,,,,286.43,298.83,274.68,,,,14.7,15.17,14.26,2.2,2.29,2.11,,,,,,,,,,,,,,,
Bologna,38,12,10,16,46,44.0,55.0,-11.0,19,8,19,4,42.1,21.1,50.68,52.11,49.26,,,,1.71,1.53,1.89,1.09,0.76,1.39,11.55,11.95,11.16,,,,,,,,,,3.53,3.0,4.05,4.82,5.26,4.37,2.42,1.89,2.95,1.0,1.0,1.0,,,,355.71,379.58,331.84,,,,11.66,10.32,13.0,1.51,1.61,1.42,,,,,,,,,,,,,,,
Empoli,38,10,11,17,41,50.0,70.0,-20.0,19,4,19,6,21.1,31.6,47.13,48.37,45.89,,,,1.46,1.53,1.39,0.83,0.89,0.75,13.08,14.58,11.58,,,,,,,,,,4.0,3.79,4.21,4.95,5.58,4.32,2.29,2.11,2.47,1.0,1.33,0.5,,,,308.63,314.21,303.05,,,,13.32,13.79,12.84,2.18,2.11,2.26,,,,,,,,,,,,,,,
Sampdoria,38,10,6,22,36,46.0,63.0,-17.0,19,6,19,4,31.6,21.1,45.92,46.05,45.79,,,,1.49,1.67,1.32,0.83,0.94,0.72,10.29,11.42,9.16,,,,,,,,,,3.43,3.44,3.42,3.76,4.16,3.37,2.47,2.63,2.32,0.67,0.67,0.67,,,,315.42,307.11,323.74,,,,13.03,13.05,13.0,2.22,2.11,2.32,,,,,,,,,,,,,,,
Spezia,38,10,6,22,36,41.0,71.0,-30.0,19,5,19,5,26.3,26.3,42.66,40.26,45.05,,,,1.65,1.75,1.56,0.97,1.12,0.83,10.16,10.68,9.63,,,,,,,,,,3.68,3.26,4.11,4.0,3.89,4.11,2.34,2.42,2.26,0.67,0.67,0.67,,,,282.16,245.68,318.63,,,,13.37,13.74,13.0,2.14,2.67,1.61,,,,,,,,,,,,,,,
