team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Inter,28,22,1,5,67,64.0,22.0,42.0,14,11,14,11,78.6,78.6,60.46,59.79,61.14,1.99,2.29,1.69,4.18,5.14,3.21,2.81,3.29,2.31,18.29,19.0,17.57,,,,,,,,,,1.89,2.64,1.14,6.93,7.79,6.07,1.7,1.77,1.64,0.0,0.0,0.0,,,,475.96,463.21,488.71,,,,13.68,13.86,13.5,1.75,2.14,1.36,,,,,,,,,,,,,,,
Milan,28,17,9,2,60,44.0,20.0,24.0,14,8,14,9,57.1,64.3,51.86,53.29,50.43,1.69,1.77,1.61,2.96,2.79,3.14,2.0,1.86,2.15,13.54,16.21,10.86,,,,,,,,,,2.79,2.07,3.5,4.5,5.57,3.43,1.61,1.79,1.43,1.0,1.0,1.0,,,,425.93,438.93,412.93,,,,9.71,10.57,8.86,2.0,1.93,2.07,,,,,,,,,,,,,,,
Napoli,28,17,5,6,56,43.0,29.0,14.0,13,9,15,8,69.2,53.3,57.57,57.92,57.27,1.37,1.21,1.5,2.07,2.0,2.13,1.24,1.25,1.23,12.86,13.54,12.27,,,,,,,,,,1.96,2.0,1.93,5.21,6.08,4.47,1.48,1.15,1.79,0.5,,0.5,,,,463.18,468.77,458.33,,,,11.93,12.38,11.53,1.33,1.33,1.33,,,,,,,,,,,,,,,
Como,28,14,9,5,51,46.0,21.0,25.0,14,7,14,7,50.0,50.0,61.18,63.64,58.71,1.62,1.95,1.29,2.71,3.29,2.14,1.74,2.14,1.31,14.0,15.64,12.36,,,,,,,,,,2.61,2.21,3.0,4.04,4.43,3.64,2.18,2.07,2.29,0.6,0.6,,,,,463.75,487.64,439.86,,,,13.89,12.85,14.86,1.0,1.0,1.0,,,,,,,,,,,,,,,
Roma,28,16,3,9,51,38.0,21.0,17.0,14,9,14,7,64.3,50.0,57.11,57.57,56.64,1.37,1.48,1.25,2.14,2.64,1.64,1.33,1.57,1.08,13.54,15.71,11.36,,,,,,,,,,2.89,2.29,3.5,5.07,5.64,4.5,1.86,1.57,2.14,0.5,,0.5,,,,406.93,424.0,389.86,,,,14.46,13.29,15.64,1.64,1.57,1.71,,,,,,,,,,,,,,,
Juventus,28,14,8,6,50,50.0,28.0,22.0,14,8,14,6,57.1,42.9,56.93,56.93,56.93,1.79,2.04,1.53,2.96,3.29,2.62,1.81,2.0,1.62,16.61,19.43,13.79,,,,,,,,,,1.96,1.57,2.36,5.07,5.93,4.21,1.26,0.86,1.69,0.5,0.5,0.5,,,,454.57,472.0,437.14,,,,12.37,11.79,13.0,1.88,2.25,1.54,,,,,,,,,,,,,,,
Atalanta,28,12,10,6,46,39.0,26.0,13.0,15,8,13,4,53.3,30.8,55.43,55.87,54.92,1.57,1.85,1.25,2.54,3.07,1.92,1.85,2.29,1.33,15.14,17.4,12.54,,,,,,,,,,3.07,1.8,4.54,5.96,7.13,4.62,1.76,1.36,2.27,0.5,,0.5,,,,415.46,431.27,397.23,,,,11.46,11.13,11.85,1.89,1.93,1.85,,,,,,,,,,,,,,,
Bologna,28,11,6,11,39,37.0,34.0,3.0,14,5,14,6,35.7,42.9,55.32,56.14,54.5,1.2,1.32,1.08,1.93,1.79,2.07,1.26,1.23,1.29,13.29,15.64,10.93,,,,,,,,,,2.61,2.14,3.07,4.64,5.29,4.0,2.0,1.69,2.29,0.62,0.67,0.6,,,,356.32,368.86,343.79,,,,13.79,12.57,15.0,1.96,1.69,2.21,,,,,,,,,,,,,,,
Sassuolo,27,11,5,11,38,34.0,36.0,-2.0,14,6,13,5,42.9,38.5,44.56,45.14,43.92,1.11,1.04,1.18,2.07,2.0,2.15,1.38,1.31,1.45,10.7,10.43,11.0,,,,,,,,,,3.7,3.57,3.85,3.78,3.86,3.69,2.27,2.15,2.38,0.75,0.75,,,,,316.41,329.71,302.08,,,,12.0,11.21,12.85,2.04,2.0,2.08,,,,,,,,,,,,,,,
Udinese,28,10,6,12,36,33.0,41.0,-8.0,14,5,14,5,35.7,35.7,45.32,46.43,44.21,1.07,1.08,1.05,1.86,2.0,1.71,1.22,1.67,0.93,11.32,12.5,10.14,,,,,,,,,,2.43,2.07,2.79,4.5,4.43,4.57,1.82,1.71,1.93,0.5,,0.5,,,,285.93,296.93,274.93,,,,14.11,14.79,13.43,1.44,1.58,1.31,,,,,,,,,,,,,,,
