team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Napoli,38,28,6,4,90,77.0,28.0,49.0,19,14,19,14,73.7,73.7,61.89,63.26,60.53,1.71,1.68,1.73,2.51,2.32,2.72,1.48,1.41,1.56,16.18,18.16,14.21,,,,,,,,,,2.13,2.11,2.16,6.0,6.74,5.26,1.27,0.89,1.63,0.2,0.0,0.5,,,,527.03,551.42,502.63,,,,10.24,9.26,11.21,1.67,1.71,1.63,,,,,,,,,,,,,,,
Lazio,38,22,8,8,74,60.0,30.0,30.0,19,11,19,11,57.9,57.9,52.24,53.89,50.58,1.36,1.32,1.4,1.89,1.95,1.84,0.94,0.89,1.0,11.53,12.32,10.74,,,,,,,,,,2.63,2.84,2.42,4.45,4.32,4.58,2.26,2.21,2.32,0.33,1.0,0.0,,,,455.18,460.21,450.16,,,,10.53,11.32,9.74,1.54,1.69,1.42,,,,,,,,,,,,,,,
Juventus,38,22,6,10,72,56.0,33.0,23.0,19,13,19,9,68.4,47.4,49.63,49.32,49.95,1.48,1.64,1.31,2.14,2.47,1.78,1.47,1.69,1.28,14.08,15.42,12.74,,,,,,,,,,2.66,2.63,2.68,5.45,5.26,5.63,1.95,1.63,2.26,1.2,2.0,1.0,,,,374.26,385.11,363.42,,,,12.0,11.95,12.05,1.68,2.0,1.33,,,,,,,,,,,,,,,
Inter,38,23,3,12,72,71.0,42.0,29.0,19,14,19,9,73.7,47.4,55.87,56.32,55.42,1.83,1.85,1.82,2.44,2.59,2.32,1.5,1.79,1.28,16.58,16.32,16.84,,,,,,,,,,2.61,2.37,2.84,5.63,5.26,6.0,1.89,1.71,2.06,1.0,1.0,1.0,,,,438.18,436.63,439.74,,,,11.68,10.47,12.89,1.94,1.89,2.0,,,,,,,,,,,,,,,
Milan,38,20,10,8,70,64.0,43.0,21.0,19,13,19,7,68.4,36.8,55.82,57.37,54.26,1.57,1.77,1.37,2.86,3.05,2.67,1.91,1.88,1.94,14.5,15.95,13.05,,,,,,,,,,2.24,2.05,2.44,4.92,5.32,4.53,2.37,2.42,2.32,0.67,0.5,1.0,,,,391.29,424.16,358.42,,,,11.82,12.0,11.63,1.74,1.59,1.89,,,,,,,,,,,,,,,
Atalanta,38,19,7,12,64,66.0,48.0,18.0,19,10,19,9,52.6,47.4,49.89,52.21,47.58,1.53,1.73,1.33,2.3,2.68,1.89,1.48,1.74,1.14,13.53,15.84,11.21,,,,,,,,,,2.82,2.26,3.37,5.11,6.05,4.16,2.18,2.0,2.37,1.0,0.5,2.0,,,,374.79,400.26,349.32,,,,12.37,11.53,13.21,1.57,1.89,1.22,,,,,,,,,,,,,,,
Roma,38,18,9,11,63,50.0,38.0,12.0,19,11,19,7,57.9,36.8,48.32,49.58,47.05,1.53,1.62,1.44,2.45,2.42,2.47,1.91,1.72,2.13,13.11,15.0,11.21,,,,,,,,,,2.19,2.17,2.21,4.95,5.89,4.0,2.16,2.0,2.32,0.4,0.17,0.75,,,,346.45,355.68,337.21,,,,11.74,11.79,11.68,1.81,1.75,1.87,,,,,,,,,,,,,,,
Fiorentina,38,15,11,12,56,53.0,43.0,10.0,19,9,19,6,47.4,31.6,56.34,58.47,54.21,1.48,1.86,1.1,1.82,2.37,1.26,1.14,1.42,0.81,15.87,18.42,13.32,,,,,,,,,,2.19,2.0,2.39,6.16,6.74,5.58,2.51,2.11,2.94,0.38,0.5,0.33,,,,374.82,388.32,361.32,,,,12.84,12.26,13.42,1.51,1.63,1.39,,,,,,,,,,,,,,,
Bologna,38,14,12,12,54,53.0,49.0,4.0,19,7,19,7,36.8,36.8,55.0,54.58,55.42,1.15,1.17,1.13,1.94,1.89,2.0,1.1,1.19,1.0,12.76,13.05,12.47,,,,,,,,,,3.16,2.95,3.37,3.82,4.0,3.63,2.24,2.05,2.42,0.75,0.5,1.0,,,,412.18,397.53,426.84,,,,12.55,12.21,12.89,2.14,2.33,1.94,,,,,,,,,,,,,,,
Torino,38,14,11,13,53,42.0,41.0,1.0,19,5,19,9,26.3,47.4,53.39,55.89,50.89,1.11,1.04,1.19,1.66,1.26,2.05,1.3,1.12,1.47,11.74,11.74,11.74,,,,,,,,,,2.53,2.21,2.84,4.53,5.0,4.05,2.13,1.84,2.42,0.0,,0.0,,,,378.47,403.0,353.95,,,,13.32,11.42,15.21,2.35,2.88,1.82,,,,,,,,,,,,,,,
