team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Inter,38,29,7,2,94,89.0,22.0,67.0,19,14,19,15,73.7,78.9,57.24,58.26,56.21,2.08,2.27,1.9,3.18,3.58,2.79,1.74,2.16,1.25,15.63,17.68,13.58,,,,,,,,,,2.42,2.05,2.79,6.0,7.37,4.63,1.28,1.0,1.56,0.17,0.0,0.33,,,,479.42,492.95,465.89,,,,10.66,10.42,10.89,2.41,2.0,2.81,,,,,,,,,,,,,,,
Milan,38,22,9,7,75,76.0,49.0,27.0,19,12,19,10,63.2,52.6,57.08,55.63,58.53,1.76,1.82,1.71,2.58,2.58,2.58,1.45,1.44,1.47,14.79,15.26,14.32,,,,,,,,,,3.05,2.89,3.21,5.05,5.58,4.53,2.16,1.63,2.68,0.73,1.0,0.62,,,,439.05,433.63,444.47,,,,11.29,11.53,11.05,1.68,1.53,1.87,,,,,,,,,,,,,,,
Juventus,38,19,14,5,71,54.0,31.0,23.0,19,11,19,8,57.9,42.1,48.42,49.0,47.84,1.47,1.57,1.37,2.26,2.42,2.11,1.8,1.94,1.67,14.11,15.42,12.79,,,,,,,,,,2.32,1.95,2.68,5.08,6.16,4.0,2.35,1.89,2.83,0.33,0.5,0.0,,,,363.5,371.89,355.11,,,,12.58,12.79,12.37,2.12,2.12,2.12,,,,,,,,,,,,,,,
Atalanta,38,21,6,11,69,72.0,42.0,30.0,19,13,19,8,68.4,42.1,51.32,52.79,49.84,1.55,1.99,1.1,2.63,3.21,2.05,1.64,1.84,1.41,14.32,16.89,11.74,,,,,,,,,,2.71,2.47,2.95,5.53,6.26,4.79,2.08,1.44,2.72,0.5,0.5,,,,,393.16,409.74,376.58,,,,12.79,11.42,14.16,1.66,1.89,1.42,,,,,,,,,,,,,,,
Bologna,38,18,14,6,68,54.0,32.0,22.0,19,12,19,6,63.2,31.6,58.34,60.16,56.53,1.28,1.32,1.23,2.08,2.22,1.95,1.39,1.5,1.29,12.55,14.0,11.11,,,,,,,,,,2.53,2.37,2.68,4.34,5.11,3.58,2.29,2.16,2.42,0.5,0.5,0.5,,,,478.63,499.37,457.89,,,,12.05,11.74,12.37,1.53,1.76,1.32,,,,,,,,,,,,,,,
Roma,38,18,9,11,63,65.0,46.0,19.0,19,12,19,6,63.2,31.6,54.82,52.84,56.79,1.38,1.43,1.32,2.36,2.61,2.11,1.19,1.4,1.0,12.53,13.58,11.47,,,,,,,,,,2.89,2.58,3.21,4.39,4.89,3.89,2.5,2.42,2.58,0.43,0.6,0.0,,,,424.97,408.16,441.79,,,,11.97,12.11,11.84,1.83,1.83,1.83,,,,,,,,,,,,,,,
Lazio,38,18,7,13,61,49.0,39.0,10.0,19,10,19,8,52.6,42.1,53.45,55.11,51.79,1.25,1.33,1.16,2.03,2.41,1.67,1.32,1.62,1.0,11.58,11.79,11.37,,,,,,,,,,2.95,2.44,3.42,5.18,5.42,4.95,2.66,2.42,2.89,0.71,1.0,0.33,,,,435.84,451.68,420.0,,,,12.45,12.42,12.47,2.06,2.35,1.78,,,,,,,,,,,,,,,
Fiorentina,38,17,9,12,60,61.0,46.0,15.0,19,10,19,7,52.6,36.8,57.71,57.16,58.26,1.39,1.59,1.19,2.19,2.63,1.72,1.35,1.63,1.06,13.76,15.89,11.63,,,,,,,,,,2.71,2.53,2.89,5.24,5.68,4.79,2.11,1.58,2.63,0.0,,0.0,,,,399.97,392.0,407.95,,,,12.08,11.79,12.37,1.54,1.32,1.78,,,,,,,,,,,,,,,
Torino,38,13,14,11,53,36.0,36.0,0.0,19,8,19,5,42.1,26.3,51.68,52.79,50.58,1.01,1.13,0.89,1.73,2.07,1.44,1.29,1.75,0.94,11.42,12.05,10.79,,,,,,,,,,2.82,2.26,3.37,4.63,5.79,3.47,2.03,1.58,2.5,0.29,0.2,0.5,,,,358.5,359.05,357.95,,,,12.39,11.32,13.47,1.7,1.78,1.63,,,,,,,,,,,,,,,
Napoli,38,13,14,11,53,55.0,48.0,7.0,19,6,19,7,31.6,36.8,61.11,62.74,59.47,1.64,1.87,1.42,2.54,3.0,2.06,1.84,2.33,1.21,17.05,20.37,13.74,,,,,,,,,,2.16,1.84,2.5,6.32,7.47,5.16,2.2,2.22,2.18,0.83,0.5,1.5,,,,485.16,505.16,465.16,,,,10.03,9.53,10.53,2.03,2.12,1.95,,,,,,,,,,,,,,,
Genoa,38,12,13,13,49,45.0,45.0,0.0,19,8,19,4,42.1,21.1,44.08,46.68,41.47,0.96,1.04,0.87,1.62,1.61,1.62,1.14,1.15,1.13,10.61,12.32,8.89,,,,,,,,,,2.57,2.06,3.05,3.74,4.79,2.68,2.08,1.89,2.26,0.43,0.5,0.4,,,,294.89,312.42,277.37,,,,11.84,11.42,12.26,1.31,1.28,1.33,,,,,,,,,,,,,,,
Monza,38,11,12,15,45,39.0,51.0,-12.0,19,6,19,5,31.6,26.3,53.58,55.58,51.58,1.06,1.12,0.99,1.69,1.67,1.72,1.24,1.35,1.12,12.0,13.26,10.74,,,,,,,,,,3.76,3.21,4.32,4.47,4.89,4.05,2.38,2.16,2.61,0.62,0.33,0.8,,,,414.89,430.47,399.32,,,,12.05,11.32,12.79,1.18,1.12,1.22,,,,,,,,,,,,,,,
Hellas Verona,38,9,11,18,38,38.0,51.0,-13.0,19,6,19,3,31.6,15.8,44.39,44.53,44.26,1.01,1.05,0.97,1.5,1.42,1.58,1.14,0.88,1.37,11.63,12.47,10.79,,,,,,,,,,3.0,3.16,2.84,3.76,4.53,3.0,2.41,2.28,2.53,0.86,0.8,1.0,,,,255.29,259.37,251.21,,,,14.24,14.42,14.05,1.69,1.41,1.95,,,,,,,,,,,,,,,
Lecce,38,8,14,16,38,32.0,54.0,-22.0,19,6,19,2,31.6,10.5,44.71,47.0,42.42,1.16,1.29,1.03,1.61,1.68,1.53,1.3,1.44,1.16,13.37,14.95,11.79,,,,,,,,,,3.29,2.47,4.11,4.53,5.21,3.84,2.41,2.11,2.72,0.56,0.0,0.83,,,,283.89,299.42,268.37,,,,13.26,12.53,14.0,1.7,2.18,1.19,,,,,,,,,,,,,,,
Udinese,38,6,19,13,37,37.0,53.0,-16.0,19,1,19,5,5.3,26.3,39.11,40.95,37.26,1.07,1.19,0.94,1.8,2.18,1.44,1.43,1.69,1.14,12.13,12.84,11.42,,,,,,,,,,2.76,1.84,3.68,4.13,4.74,3.53,2.54,2.61,2.47,0.62,0.75,0.5,,,,242.11,248.21,236.0,,,,13.05,13.21,12.89,1.58,1.63,1.53,,,,,,,,,,,,,,,
Empoli,38,9,9,20,36,29.0,54.0,-25.0,19,5,19,4,26.3,21.1,43.71,42.89,44.53,0.97,1.07,0.86,1.39,1.82,1.0,1.0,1.29,0.67,11.0,11.63,10.37,,,,,,,,,,3.59,3.37,3.83,4.63,4.58,4.68,2.34,2.26,2.42,0.25,0.0,0.33,,,,277.92,262.32,293.53,,,,13.79,13.95,13.63,2.28,2.28,2.28,,,,,,,,,,,,,,,
Cagliari,38,8,12,18,36,42.0,68.0,-26.0,19,6,19,2,31.6,10.5,41.66,41.05,42.26,1.15,1.47,0.82,1.76,2.47,1.05,1.31,1.94,0.69,11.79,13.53,10.05,,,,,,,,,,2.5,2.37,2.63,4.61,5.16,4.05,2.0,1.89,2.11,0.71,0.75,0.67,,,,256.08,241.68,270.47,,,,12.21,12.47,11.95,1.68,1.95,1.42,,,,,,,,,,,,,,,
Frosinone,38,8,11,19,35,44.0,69.0,-25.0,19,7,19,1,36.8,5.3,49.76,50.79,48.74,1.21,1.25,1.17,1.97,1.95,2.0,1.36,1.38,1.35,12.37,13.21,11.53,,,,,,,,,,3.05,3.0,3.11,5.61,6.47,4.74,1.84,1.78,1.89,0.67,1.0,0.5,,,,335.92,344.21,327.63,,,,10.21,9.21,11.21,1.33,1.26,1.41,,,,,,,,,,,,,,,
Sassuolo,38,7,9,22,30,43.0,75.0,-32.0,19,5,19,2,26.3,10.5,43.58,43.84,43.32,1.07,1.02,1.12,1.41,1.21,1.61,0.88,0.67,1.14,12.13,12.47,11.79,,,,,,,,,,2.71,2.37,3.05,5.32,5.26,5.37,2.12,2.12,2.11,0.8,1.0,0.67,,,,290.79,291.84,289.74,,,,10.18,10.11,10.26,0.68,0.68,0.68,,,,,,,,,,,,,,,
Salernitana,38,2,11,25,17,32.0,81.0,-49.0,19,1,19,1,5.3,5.3,44.26,45.21,43.32,0.81,0.88,0.73,1.11,0.84,1.39,0.8,0.58,0.94,10.53,11.53,9.53,,,,,,,,,,3.47,3.05,3.89,3.89,4.79,3.0,2.39,2.79,2.0,0.75,1.0,0.0,,,,297.05,312.21,281.89,,,,11.84,11.74,11.95,1.65,1.89,1.39,,,,,,,,,,,,,,,
