team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Real Madrid,38,29,8,1,95,87.0,26.0,61.0,19,16,19,13,84.2,68.4,59.47,61.95,57.0,1.83,2.15,1.52,3.24,3.68,2.79,2.0,2.05,1.93,15.74,17.89,13.58,,,,,,,,,,2.47,2.05,2.89,5.55,6.05,5.05,1.82,1.68,1.95,1.0,,1.0,,,,549.24,583.58,514.89,,,,9.68,8.89,10.47,2.32,2.88,1.83,,,,,,,,,,,,,,,
Barcelona,38,26,7,5,85,79.0,44.0,35.0,19,15,19,11,78.9,57.9,64.63,65.79,63.47,2.06,2.27,1.86,3.32,3.74,2.89,2.11,2.44,1.78,15.66,17.95,13.37,,,,,,,,,,2.55,2.32,2.79,6.26,7.26,5.26,2.29,2.32,2.26,0.22,0.0,0.33,,,,539.53,555.95,523.11,,,,10.84,11.21,10.47,2.61,2.37,2.84,,,,,,,,,,,,,,,
Girona FC,38,25,6,7,81,85.0,46.0,39.0,19,15,19,10,78.9,52.6,57.18,58.63,55.74,1.89,1.94,1.84,3.54,3.94,3.16,1.89,1.72,2.05,12.74,13.0,12.47,,,,,,,,,,3.29,3.05,3.53,4.18,4.32,4.05,1.97,1.68,2.26,0.17,0.0,0.5,,,,469.76,498.16,441.37,,,,10.68,10.0,11.37,2.71,3.18,2.28,,,,,,,,,,,,,,,
Atlético Madrid,38,24,4,10,76,70.0,43.0,27.0,19,16,19,8,84.2,42.1,50.74,49.53,51.95,1.66,1.99,1.32,3.27,3.84,2.67,1.97,2.28,1.67,12.66,14.11,11.21,,,,,,,,,,2.68,2.79,2.58,4.58,4.21,4.95,2.38,2.17,2.58,0.83,1.0,0.67,,,,425.26,417.16,433.37,,,,11.53,11.32,11.74,3.32,3.74,2.89,,,,,,,,,,,,,,,
Athletic Club,38,19,11,8,68,61.0,37.0,24.0,19,12,19,7,63.2,36.8,49.82,52.74,46.89,1.4,1.85,0.95,2.56,3.37,1.65,1.62,2.12,1.12,12.18,14.21,10.16,,,,,,,,,,2.74,2.37,3.11,5.5,5.95,5.05,2.13,2.05,2.21,0.83,0.5,1.0,,,,352.47,377.47,327.47,,,,13.45,13.0,13.89,2.05,2.58,1.53,,,,,,,,,,,,,,,
Real Sociedad,38,16,12,10,60,51.0,39.0,12.0,19,8,19,8,42.1,42.1,55.61,56.47,54.74,1.2,1.19,1.21,1.97,2.22,1.74,1.23,1.5,0.93,12.13,12.95,11.32,,,,,,,,,,2.63,2.26,3.0,5.21,5.68,4.74,2.65,2.44,2.84,0.33,0.5,0.0,,,,378.58,387.21,369.95,,,,15.89,14.89,16.89,2.49,2.28,2.68,,,,,,,,,,,,,,,
Real Betis,38,14,15,9,57,48.0,45.0,3.0,19,9,19,5,47.4,26.3,50.5,52.32,48.68,1.17,1.4,0.95,2.03,2.37,1.68,1.61,1.89,1.33,12.95,15.32,10.58,,,,,,,,,,3.16,2.06,4.21,5.71,5.95,5.47,2.29,2.37,2.21,0.5,0.5,0.5,,,,379.11,406.26,351.95,,,,11.29,11.11,11.47,1.92,2.11,1.74,,,,,,,,,,,,,,,
Villarreal,38,14,11,13,53,65.0,65.0,0.0,19,7,19,7,36.8,36.8,49.63,52.95,46.32,1.49,1.75,1.24,2.49,2.74,2.22,1.35,1.53,1.18,12.34,15.42,9.26,,,,,,,,,,3.95,3.58,4.32,4.58,5.95,3.21,2.97,2.56,3.37,0.89,1.0,0.88,,,,378.82,399.26,358.37,,,,12.84,13.05,12.63,2.49,2.94,2.05,,,,,,,,,,,,,,,
Valencia,38,13,10,15,49,40.0,45.0,-5.0,19,8,19,5,42.1,26.3,43.92,47.21,40.63,1.14,1.31,0.97,1.86,2.17,1.58,1.24,1.56,0.94,9.92,11.37,8.47,,,,,,,,,,3.13,2.58,3.68,3.26,4.11,2.42,1.78,1.72,1.83,0.62,0.25,1.0,,,,295.42,324.63,266.21,,,,12.66,12.79,12.53,1.86,2.22,1.53,,,,,,,,,,,,,,,
Deportivo Alavés,38,12,10,16,46,36.0,46.0,-10.0,19,9,19,3,47.4,15.8,41.34,41.53,41.16,1.22,1.3,1.15,2.22,2.61,1.83,1.74,2.12,1.35,12.24,12.63,11.84,,,,,,,,,,2.71,2.32,3.11,4.92,5.58,4.26,2.21,2.26,2.16,0.12,0.2,0.0,,,,239.05,232.05,246.05,,,,12.66,13.05,12.26,1.86,2.16,1.56,,,,,,,,,,,,,,,
