team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Real Madrid,38,26,8,4,86,80.0,31.0,49.0,19,13,19,13,68.4,68.4,60.16,61.16,59.16,,,,3.16,3.22,3.11,1.89,2.06,1.74,17.29,18.95,15.63,,,,,,,,,,2.63,2.74,2.53,5.74,6.53,4.95,2.05,1.89,2.21,0.0,,0.0,,,,538.0,551.89,524.11,,,,10.37,10.79,9.95,2.86,2.83,2.89,,,,,,,,,,,,,,,
Barcelona,38,21,10,7,73,68.0,38.0,30.0,19,12,19,9,63.2,47.4,64.66,66.58,62.74,,,,2.94,2.88,3.0,1.88,1.65,2.12,13.63,15.26,12.0,,,,,,,,,,2.26,1.95,2.58,5.76,6.79,4.74,2.62,2.16,3.11,0.62,0.5,0.67,,,,539.68,579.21,500.16,,,,13.13,13.37,12.89,2.75,2.94,2.56,,,,,,,,,,,,,,,
Atlético Madrid,38,21,8,9,71,65.0,43.0,22.0,19,12,19,9,63.2,47.4,50.58,49.79,51.37,,,,2.42,2.58,2.26,1.5,1.38,1.64,12.18,13.68,10.68,,,,,,,,,,1.74,1.84,1.63,5.29,6.16,4.42,3.0,3.22,2.79,0.7,1.0,0.5,,,,369.74,361.26,378.21,,,,12.45,13.16,11.74,2.36,2.22,2.5,,,,,,,,,,,,,,,
Sevilla,38,18,16,4,70,53.0,30.0,23.0,19,12,19,6,63.2,31.6,59.74,59.26,60.21,,,,1.92,1.83,2.0,1.36,1.21,1.47,11.39,12.63,10.16,,,,,,,,,,2.42,2.37,2.47,4.61,5.21,4.0,2.58,2.58,2.58,0.5,0.67,0.4,,,,454.34,448.05,460.63,,,,12.16,12.95,11.37,2.11,2.26,1.95,,,,,,,,,,,,,,,
Real Betis,38,19,8,11,65,62.0,40.0,22.0,19,10,19,9,52.6,47.4,53.97,55.05,52.89,,,,1.97,2.16,1.79,1.17,1.41,0.94,13.55,15.42,11.68,,,,,,,,,,2.47,2.11,2.84,4.58,5.05,4.11,2.42,2.42,2.41,0.67,1.0,0.4,,,,389.03,391.05,387.0,,,,12.76,13.63,11.89,1.92,1.72,2.11,,,,,,,,,,,,,,,
Real Sociedad,38,17,11,10,62,40.0,37.0,3.0,19,10,19,7,52.6,36.8,54.79,55.89,53.68,,,,2.08,2.41,1.79,1.5,1.75,1.25,11.58,11.53,11.63,,,,,,,,,,2.37,2.21,2.53,4.89,4.68,5.11,2.05,2.16,1.95,0.67,0.8,0.0,,,,379.53,393.68,365.37,,,,12.92,14.11,11.74,2.11,2.17,2.06,,,,,,,,,,,,,,,
Villarreal,38,16,11,11,59,63.0,37.0,26.0,19,10,19,6,52.6,31.6,57.05,58.68,55.42,,,,2.57,3.16,1.94,1.59,1.88,1.29,11.97,13.26,10.68,,,,,,,,,,2.47,2.42,2.53,5.26,5.79,4.74,2.11,1.84,2.37,0.25,0.33,0.0,,,,413.5,439.79,387.21,,,,12.42,13.68,11.16,2.39,2.63,2.16,,,,,,,,,,,,,,,
Athletic Club,38,14,13,11,55,43.0,36.0,7.0,19,10,19,4,52.6,21.1,48.03,50.47,45.58,,,,2.32,2.72,1.88,1.68,1.94,1.4,12.29,14.05,10.53,,,,,,,,,,2.58,2.11,3.05,5.89,6.95,4.84,2.41,2.33,2.47,0.27,0.25,0.29,,,,310.92,335.47,286.37,,,,12.82,12.58,13.05,2.34,2.68,2.0,,,,,,,,,,,,,,,
Valencia,38,11,15,12,48,48.0,53.0,-5.0,19,6,19,5,31.6,26.3,43.47,43.0,43.95,,,,1.56,1.78,1.33,0.81,0.87,0.76,10.61,11.47,9.74,,,,,,,,,,2.97,2.89,3.05,4.61,5.16,4.05,3.55,3.37,3.74,0.73,0.71,0.75,,,,227.32,223.0,231.63,,,,16.87,16.68,17.05,1.49,1.82,1.17,,,,,,,,,,,,,,,
Osasuna,38,12,11,15,47,37.0,51.0,-14.0,19,5,19,7,26.3,36.8,46.63,49.37,43.89,,,,1.57,1.79,1.33,1.14,1.57,0.73,11.39,12.68,10.11,,,,,,,,,,2.81,2.39,3.21,4.71,4.58,4.84,2.3,2.16,2.44,0.67,0.67,,,,,285.5,304.42,266.58,,,,13.11,14.0,12.21,1.78,1.53,2.06,,,,,,,,,,,,,,,
Celta Vigo,38,12,10,16,46,43.0,43.0,0.0,19,7,19,5,36.8,26.3,55.55,58.53,52.58,,,,1.72,1.89,1.56,1.06,1.18,0.94,10.82,12.21,9.42,,,,,,,,,,2.53,1.84,3.21,4.39,4.53,4.26,2.34,2.21,2.47,0.6,0.67,0.5,,,,393.16,432.63,353.68,,,,13.34,12.74,13.95,2.59,3.36,2.0,,,,,,,,,,,,,,,
Rayo Vallecano,38,11,9,18,42,39.0,50.0,-11.0,19,8,19,3,42.1,15.8,49.89,51.68,48.11,,,,1.76,1.82,1.71,1.1,0.94,1.27,13.26,14.63,11.89,,,,,,,,,,3.03,2.53,3.53,5.0,5.53,4.47,2.68,2.32,3.05,0.5,0.0,1.0,,,,303.95,301.63,306.26,,,,14.13,14.58,13.68,2.37,3.17,1.53,,,,,,,,,,,,,,,
Elche,38,11,9,18,42,40.0,52.0,-12.0,19,7,19,4,36.8,21.1,48.32,50.42,46.21,,,,1.5,1.68,1.32,1.0,1.06,0.94,8.82,10.79,6.84,,,,,,,,,,3.21,3.05,3.37,4.08,5.32,2.84,2.76,2.68,2.84,0.71,0.75,0.67,,,,314.79,324.26,305.32,,,,13.63,13.74,13.53,1.95,2.26,1.63,,,,,,,,,,,,,,,
Espanyol,38,10,12,16,42,40.0,53.0,-13.0,19,9,19,1,47.4,5.3,46.92,46.26,47.58,,,,1.49,1.89,1.11,1.06,1.25,0.87,10.74,10.79,10.68,,,,,,,,,,3.24,2.95,3.53,4.53,4.84,4.21,2.61,2.84,2.37,0.58,0.8,0.43,,,,327.61,324.32,330.89,,,,11.58,12.32,10.84,1.84,2.11,1.58,,,,,,,,,,,,,,,
Mallorca,38,10,9,19,39,36.0,63.0,-27.0,19,7,19,3,36.8,15.8,45.03,45.58,44.47,,,,1.49,1.63,1.33,0.91,1.0,0.81,11.76,13.16,10.37,,,,,,,,,,2.5,2.05,2.95,4.18,4.32,4.05,3.03,2.74,3.32,0.64,0.33,0.75,,,,268.82,267.42,270.21,,,,14.58,14.42,14.74,1.91,2.06,1.76,,,,,,,,,,,,,,,
Cádiz,38,8,15,15,39,35.0,51.0,-16.0,19,3,19,5,15.8,26.3,40.87,41.79,39.95,,,,1.42,1.32,1.53,0.97,0.82,1.13,10.84,12.26,9.42,,,,,,,,,,3.16,2.53,3.79,4.76,5.32,4.21,2.76,2.95,2.58,0.38,0.4,0.33,,,,243.45,249.37,237.53,,,,12.84,13.26,12.42,1.97,1.84,2.12,,,,,,,,,,,,,,,
Getafe,38,8,15,15,39,33.0,41.0,-8.0,19,7,19,1,36.8,5.3,41.16,42.79,39.53,,,,1.03,1.11,0.94,0.53,0.62,0.44,10.76,12.37,9.16,,,,,,,,,,2.51,2.37,2.67,3.58,4.11,3.05,3.16,3.11,3.21,0.78,1.0,0.6,,,,247.08,258.0,236.16,,,,14.71,14.53,14.89,1.51,1.65,1.39,,,,,,,,,,,,,,,
Granada,38,8,14,16,38,44.0,61.0,-17.0,19,5,19,3,26.3,15.8,44.5,45.21,43.79,,,,1.54,1.79,1.28,1.09,1.41,0.75,11.21,12.0,10.42,,,,,,,,,,3.61,3.68,3.53,4.18,4.58,3.79,2.76,2.63,2.89,0.31,0.43,0.17,,,,252.84,253.53,252.16,,,,12.55,12.53,12.58,1.68,1.74,1.61,,,,,,,,,,,,,,,
Levante UD,38,8,11,19,35,51.0,76.0,-25.0,19,5,19,3,26.3,15.8,46.89,47.05,46.74,,,,2.25,2.47,2.05,1.25,1.24,1.26,11.66,12.0,11.32,,,,,,,,,,3.34,2.84,3.84,4.42,4.84,4.0,2.87,2.95,2.79,0.6,0.71,0.33,,,,304.79,303.74,305.84,,,,14.47,14.89,14.05,2.14,2.42,1.82,,,,,,,,,,,,,,,
