team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Getafe,26,10,4,12,34,22.0,28.0,-6.0,14,5,12,5,35.7,41.7,40.54,41.71,39.17,0.72,0.6,0.86,1.29,1.25,1.33,0.7,0.5,0.9,9.65,9.36,10.0,,,,,,,,,,3.23,3.0,3.5,4.38,4.29,4.5,2.65,2.36,3.0,0.71,0.75,0.67,,,,205.5,202.07,209.5,,,,15.0,15.43,14.5,2.42,2.71,2.08,,,,,,,,,,,,,,,
Valencia,27,8,8,11,32,30.0,41.0,-11.0,14,6,13,2,42.9,15.4,49.22,51.86,46.38,1.26,1.57,0.93,1.96,2.36,1.54,1.32,1.46,1.17,11.37,13.86,8.69,,,,,,,,,,2.81,2.23,3.38,5.19,6.5,3.77,2.04,1.93,2.15,0.29,0.0,0.5,,,,345.93,365.0,325.38,,,,12.19,12.43,11.92,1.62,1.77,1.46,,,,,,,,,,,,,,,
Rayo Vallecano,27,7,10,10,31,27.0,33.0,-6.0,13,4,14,3,30.8,21.4,53.85,54.15,53.57,1.35,1.56,1.15,2.41,2.92,1.93,1.68,2.08,1.31,13.41,15.38,11.57,,,,,,,,,,2.63,2.46,2.79,5.81,6.92,4.79,2.67,2.08,3.21,0.88,1.0,0.83,,,,354.41,331.08,376.07,,,,13.26,11.77,14.64,2.07,2.46,1.71,,,,,,,,,,,,,,,
Sevilla,27,8,7,12,31,35.0,42.0,-7.0,14,4,13,4,28.6,30.8,53.67,53.29,54.08,1.09,1.15,1.01,1.5,1.57,1.42,1.04,1.0,1.08,11.3,10.79,11.85,,,,,,,,,,2.85,2.79,2.92,4.96,4.93,5.0,2.96,3.0,2.92,0.67,1.0,0.33,,,,348.11,329.64,368.0,,,,15.04,15.93,14.08,2.85,3.14,2.5,,,,,,,,,,,,,,,
Girona FC,26,7,9,10,30,27.0,42.0,-15.0,12,4,14,3,33.3,21.4,49.08,48.58,49.5,1.31,1.24,1.37,2.12,2.17,2.07,1.46,1.5,1.43,10.42,10.25,10.57,,,,,,,,,,3.31,3.17,3.43,4.27,5.25,3.43,2.19,1.92,2.43,1.0,1.4,0.0,,,,386.62,383.58,389.21,,,,10.81,9.75,11.71,2.08,2.17,2.0,,,,,,,,,,,,,,,
Deportivo Alavés,27,7,6,14,27,25.0,37.0,-12.0,13,5,14,2,38.5,14.3,50.52,50.92,50.14,1.21,1.39,1.05,2.19,2.54,1.86,1.6,1.67,1.54,11.96,13.08,10.93,,,,,,,,,,2.67,2.69,2.64,4.96,5.85,4.14,2.44,2.0,2.86,0.83,0.67,1.0,,,,346.89,348.77,345.14,,,,15.33,15.69,15.0,2.29,2.27,2.31,,,,,,,,,,,,,,,
Elche,27,5,11,11,26,35.0,41.0,-6.0,14,5,13,0,35.7,0.0,59.0,60.36,57.54,1.17,1.59,0.71,2.08,2.69,1.46,1.36,1.69,1.0,11.11,13.86,8.15,,,,,,,,,,3.22,3.21,3.23,3.7,4.29,3.08,2.04,1.86,2.23,0.8,0.67,1.0,,,,447.7,465.93,428.08,,,,12.74,12.93,12.54,1.65,1.79,1.5,,,,,,,,,,,,,,,
Mallorca,27,6,7,14,25,31.0,44.0,-13.0,13,5,14,1,38.5,7.1,44.04,46.08,42.14,1.07,1.33,0.82,1.93,2.69,1.21,1.29,1.75,0.83,9.89,10.85,9.0,,,,,,,,,,3.44,3.31,3.57,3.3,3.23,3.36,2.44,2.17,2.69,0.5,0.67,0.4,,,,301.93,323.08,282.29,,,,11.41,11.69,11.14,1.46,1.17,1.75,,,,,,,,,,,,,,,
Levante UD,27,5,7,15,22,29.0,45.0,-16.0,14,2,13,3,14.3,23.1,41.74,42.93,40.46,1.22,1.28,1.15,2.38,2.46,2.31,1.67,1.62,1.73,11.11,12.79,9.31,,,,,,,,,,4.0,3.86,4.15,3.67,4.71,2.54,2.19,2.29,2.08,0.67,0.75,0.5,,,,279.63,288.29,270.31,,,,12.26,12.36,12.15,1.92,1.92,1.92,,,,,,,,,,,,,,,
Real Oviedo,26,3,8,15,17,16.0,43.0,-27.0,13,2,13,1,15.4,7.7,44.04,45.77,42.31,0.97,0.88,1.06,1.72,1.5,1.92,1.36,1.33,1.38,9.96,10.15,9.77,,,,,,,,,,4.35,4.31,4.38,4.08,4.62,3.54,2.19,1.92,2.46,1.0,1.5,0.83,,,,306.77,325.0,288.54,,,,12.65,11.31,14.0,2.33,2.62,2.0,,,,,,,,,,,,,,,
