team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Barcelona,38,28,4,6,88,70.0,20.0,50.0,19,15,19,13,78.9,68.4,64.82,66.79,62.84,2.02,2.32,1.72,3.39,3.84,2.95,2.19,2.53,1.82,15.05,17.63,12.47,,,,,,,,,,2.26,1.84,2.68,6.42,7.89,4.95,2.4,2.12,2.63,0.6,0.43,1.0,,,,532.74,570.26,495.21,,,,11.39,11.42,11.37,2.58,2.42,2.74,,,,,,,,,,,,,,,
Real Madrid,38,24,6,8,78,75.0,36.0,39.0,19,13,19,11,68.4,57.9,61.16,62.53,59.79,1.98,2.24,1.71,3.0,3.11,2.89,1.84,1.74,1.95,17.0,18.42,15.58,,,,,,,,,,2.68,2.42,2.95,5.95,6.32,5.58,2.0,1.63,2.41,0.22,0.25,0.2,,,,555.45,580.16,530.74,,,,9.66,10.16,9.16,2.41,2.56,2.26,,,,,,,,,,,,,,,
Atlético Madrid,38,23,8,7,77,70.0,33.0,37.0,19,13,19,10,68.4,52.6,50.5,54.68,46.32,1.67,1.83,1.5,2.79,2.95,2.63,1.7,1.61,1.79,14.18,16.0,12.37,,,,,,,,,,2.55,1.47,3.63,4.84,6.16,3.53,2.56,2.22,2.89,0.73,0.67,0.8,,,,419.32,471.63,367.0,,,,11.58,11.0,12.16,2.19,2.11,2.28,,,,,,,,,,,,,,,
Real Sociedad,38,21,8,9,71,51.0,35.0,16.0,19,11,19,10,57.9,52.6,54.95,55.95,53.95,1.4,1.53,1.28,2.71,3.0,2.42,2.0,2.22,1.76,12.34,12.79,11.89,,,,,,,,,,2.63,2.74,2.53,4.34,4.58,4.11,2.46,2.47,2.44,0.18,0.17,0.2,,,,379.03,382.58,375.47,,,,16.34,16.58,16.11,2.39,2.79,2.0,,,,,,,,,,,,,,,
Villarreal,38,19,7,12,64,59.0,40.0,19.0,19,12,19,7,63.2,36.8,57.11,58.63,55.58,1.65,2.09,1.22,2.79,3.63,1.95,1.86,2.28,1.44,13.32,15.58,11.05,,,,,,,,,,2.89,2.63,3.16,5.53,6.26,4.79,2.34,2.53,2.16,0.5,0.6,0.33,,,,414.21,423.47,404.95,,,,11.84,12.63,11.05,2.29,2.84,1.74,,,,,,,,,,,,,,,
Real Betis,38,17,9,12,60,46.0,41.0,5.0,19,9,19,8,47.4,42.1,50.66,52.16,49.16,1.38,1.46,1.3,2.0,2.44,1.58,1.26,1.53,1.0,11.05,11.53,10.58,,,,,,,,,,2.84,2.21,3.47,4.0,4.32,3.68,2.18,2.05,2.32,0.83,0.9,0.75,,,,363.84,379.63,348.05,,,,10.89,10.79,11.0,2.0,2.17,1.84,,,,,,,,,,,,,,,
Osasuna,38,15,8,15,53,37.0,42.0,-5.0,19,11,19,4,57.9,21.1,48.24,51.05,45.42,1.05,1.39,0.71,1.35,1.79,0.89,0.89,1.06,0.72,11.74,13.79,9.68,,,,,,,,,,2.84,2.84,2.84,4.18,5.0,3.37,2.53,2.39,2.67,0.64,0.75,0.57,,,,308.76,337.89,279.63,,,,14.32,14.11,14.53,1.58,1.79,1.37,,,,,,,,,,,,,,,
Athletic Club,38,14,9,15,51,47.0,43.0,4.0,19,8,19,6,42.1,31.6,51.55,53.05,50.05,1.45,1.4,1.5,2.28,2.11,2.44,1.84,1.62,2.07,14.42,16.37,12.47,,,,,,,,,,2.24,1.44,3.0,6.76,8.42,5.11,2.22,2.28,2.16,0.62,1.0,0.5,,,,349.92,350.0,349.84,,,,13.47,13.26,13.68,2.59,2.68,2.5,,,,,,,,,,,,,,,
Mallorca,38,14,8,16,50,37.0,43.0,-6.0,19,10,19,4,52.6,21.1,40.82,42.26,39.37,0.95,1.06,0.84,1.69,2.35,1.11,1.12,1.44,0.81,8.66,9.42,7.89,,,,,,,,,,2.71,2.42,3.0,3.66,3.58,3.74,3.46,3.83,3.06,0.62,0.6,0.67,,,,253.68,266.26,241.11,,,,16.08,17.0,15.16,2.2,2.24,2.17,,,,,,,,,,,,,,,
Sevilla,38,13,10,15,49,47.0,54.0,-7.0,19,7,19,6,36.8,31.6,52.82,55.68,49.95,1.24,1.55,0.93,1.87,2.21,1.53,1.32,1.71,0.94,12.32,15.0,9.63,,,,,,,,,,3.0,2.32,3.72,4.58,6.21,2.95,3.16,2.95,3.37,0.81,0.8,0.83,,,,379.74,402.0,357.47,,,,12.47,12.79,12.16,2.79,3.05,2.53,,,,,,,,,,,,,,,
Girona FC,38,13,10,15,49,58.0,55.0,3.0,19,10,19,3,52.6,15.8,51.24,50.68,51.79,1.35,1.55,1.15,2.17,2.5,1.83,1.24,1.47,1.06,11.97,13.74,10.21,,,,,,,,,,3.13,2.58,3.68,3.82,4.21,3.42,2.49,2.16,2.83,0.43,0.33,0.5,,,,370.39,371.89,368.89,,,,11.58,11.53,11.63,2.29,2.26,2.32,,,,,,,,,,,,,,,
Rayo Vallecano,38,13,10,15,49,45.0,53.0,-8.0,19,9,19,4,47.4,21.1,50.97,53.74,48.21,1.17,1.35,0.99,1.27,1.5,1.05,0.83,0.88,0.79,13.63,15.32,11.95,,,,,,,,,,2.53,2.42,2.63,4.97,5.37,4.58,2.68,2.62,2.72,0.6,0.67,0.57,,,,324.21,346.37,302.05,,,,14.32,13.26,15.37,2.58,2.84,2.32,,,,,,,,,,,,,,,
