team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
FC Bayern München,24,21,3,0,66,91.0,22.0,69.0,12,11,12,10,91.7,83.3,66.58,66.17,67.0,3.0,3.1,2.9,4.88,5.5,4.25,2.5,2.67,2.33,19.04,20.83,17.25,,,,,,,,,,1.46,1.42,1.5,6.08,6.67,5.5,1.86,1.42,2.4,0.0,0.0,0.0,,,,624.54,649.67,599.42,,,,9.08,9.25,8.92,2.38,1.92,2.83,,,,,,,,,,,,,,,
Borussia Dortmund,25,16,7,2,55,53.0,26.0,27.0,12,9,13,7,75.0,53.8,53.04,54.08,52.08,1.76,2.03,1.51,2.92,3.33,2.54,1.46,1.82,1.15,13.0,14.0,12.08,,,,,,,,,,2.56,2.33,2.77,5.24,7.0,3.62,1.92,1.64,2.15,0.4,,0.4,,,,413.52,435.08,393.62,,,,11.88,11.67,12.08,1.36,1.25,1.46,,,,,,,,,,,,,,,
TSG Hoffenheim,25,15,4,6,49,53.0,33.0,20.0,12,8,13,7,66.7,53.8,54.16,56.17,52.31,1.67,1.81,1.54,3.08,3.42,2.77,1.75,2.08,1.42,13.84,15.75,12.08,,,,,,,,,,2.96,3.33,2.62,5.32,5.83,4.85,2.04,1.75,2.33,0.5,,0.5,,,,375.84,409.67,344.62,,,,14.0,14.25,13.77,1.88,2.36,1.46,,,,,,,,,,,,,,,
RB Leipzig,25,14,5,6,47,48.0,34.0,14.0,13,8,12,6,61.5,50.0,54.08,54.62,53.5,1.99,2.31,1.64,3.56,4.54,2.5,2.46,3.08,1.73,16.12,17.15,15.0,,,,,,,,,,2.52,3.08,1.92,5.52,5.77,5.25,1.44,1.15,1.75,,,,,,,434.8,440.0,429.17,,,,9.24,8.46,10.08,1.42,0.83,2.0,,,,,,,,,,,,,,,
VfB Stuttgart,25,14,5,6,47,50.0,34.0,16.0,12,9,13,5,75.0,38.5,58.48,56.83,60.0,1.69,1.84,1.56,2.76,3.17,2.38,1.72,2.33,1.15,15.08,16.17,14.08,,,,,,,,,,3.0,2.75,3.23,5.4,5.08,5.69,1.96,2.08,1.85,0.25,1.0,0.0,,,,446.36,422.75,468.15,,,,9.72,9.33,10.08,2.26,2.73,1.83,,,,,,,,,,,,,,,
Bayer 04 Leverkusen,24,12,5,7,41,47.0,32.0,15.0,11,6,13,6,54.5,46.2,60.25,63.0,57.92,1.65,1.81,1.52,3.54,3.73,3.38,2.27,2.4,2.17,13.88,15.73,12.31,,,,,,,,,,3.54,2.73,4.23,5.08,6.09,4.23,2.21,2.0,2.38,0.5,1.0,0.0,,,,556.46,599.73,519.85,,,,8.96,9.09,8.85,1.35,1.8,1.0,,,,,,,,,,,,,,,
Eintracht Frankfurt,25,9,8,8,35,48.0,49.0,-1.0,12,6,13,3,50.0,23.1,53.64,51.58,55.54,1.31,1.42,1.21,2.67,2.67,2.67,1.57,1.75,1.36,11.48,12.67,10.38,,,,,,,,,,2.56,1.75,3.31,4.32,5.0,3.69,2.0,1.5,2.55,0.67,1.0,0.5,,,,416.72,405.67,426.92,,,,10.76,10.25,11.23,1.16,1.5,0.85,,,,,,,,,,,,,,,
SC Freiburg,25,9,7,9,34,37.0,42.0,-5.0,12,7,13,2,58.3,15.4,47.48,51.33,43.92,1.54,1.97,1.13,2.25,2.83,1.67,1.29,1.42,1.17,12.44,14.25,10.77,,,,,,,,,,2.96,2.5,3.38,4.48,4.92,4.08,1.6,1.75,1.46,0.5,0.4,1.0,,,,328.2,362.25,296.77,,,,9.52,9.0,10.0,2.08,2.36,1.85,,,,,,,,,,,,,,,
Hamburger SV,25,7,8,10,29,28.0,36.0,-8.0,13,5,12,2,38.5,16.7,46.8,45.08,48.67,1.24,1.41,1.05,1.96,2.62,1.18,1.35,1.92,0.73,12.68,13.62,11.67,,,,,,,,,,3.04,2.46,3.67,3.76,3.69,3.83,2.5,2.42,2.58,0.86,1.0,0.8,,,,330.72,313.69,349.17,,,,12.04,12.0,12.08,2.04,1.69,2.42,,,,,,,,,,,,,,,
1. FC Union Berlin,24,7,7,10,28,29.0,38.0,-9.0,12,4,12,3,33.3,25.0,39.04,38.0,40.08,1.31,1.38,1.25,2.17,2.5,1.83,1.48,1.64,1.33,12.46,12.08,12.83,,,,,,,,,,2.75,2.75,2.75,5.21,5.25,5.17,2.39,2.92,1.82,0.4,0.33,0.5,,,,231.83,208.33,255.33,,,,13.17,13.67,12.67,1.61,1.58,1.64,,,,,,,,,,,,,,,
FC Augsburg,24,8,4,12,28,29.0,42.0,-13.0,13,6,11,2,46.2,18.2,46.5,47.08,45.82,1.25,1.15,1.37,1.92,1.92,1.91,1.23,1.25,1.2,12.88,12.46,13.36,,,,,,,,,,2.67,2.31,3.09,4.88,5.46,4.18,2.75,2.62,2.91,0.33,0.33,,,,,330.67,335.85,324.55,,,,12.21,11.77,12.73,2.26,2.08,2.45,,,,,,,,,,,,,,,
Borussia M'gladbach,25,6,7,12,25,28.0,43.0,-15.0,12,3,13,3,25.0,23.1,45.88,46.33,45.46,1.32,1.48,1.17,2.0,2.18,1.85,1.24,1.33,1.17,11.6,11.75,11.46,,,,,,,,,,3.88,3.0,4.69,4.28,4.08,4.46,1.4,1.33,1.46,1.0,1.0,1.0,,,,361.64,368.17,355.62,,,,11.0,10.17,11.77,1.88,1.82,1.92,,,,,,,,,,,,,,,
FC St. Pauli,25,6,6,13,24,23.0,40.0,-17.0,12,4,13,2,33.3,15.4,44.08,45.67,42.62,0.89,0.98,0.8,1.57,1.5,1.62,1.17,1.1,1.23,10.4,10.67,10.15,,,,,,,,,,3.64,3.5,3.77,4.68,5.92,3.54,1.52,1.58,1.46,0.33,0.5,0.0,,,,336.2,345.0,328.08,,,,10.28,10.17,10.38,1.96,2.0,1.92,,,,,,,,,,,,,,,
1. FSV Mainz 05,25,5,9,11,24,29.0,41.0,-12.0,13,3,12,2,23.1,16.7,44.0,47.77,39.92,1.46,1.69,1.21,2.84,3.46,2.17,1.96,2.54,1.27,11.52,13.69,9.17,,,,,,,,,,3.48,2.69,4.33,5.08,6.38,3.67,2.32,1.85,2.83,0.83,1.0,0.67,,,,275.88,292.46,257.92,,,,11.44,11.85,11.0,2.33,2.46,2.18,,,,,,,,,,,,,,,
1. FC Köln,25,6,6,13,24,34.0,43.0,-9.0,13,4,12,2,30.8,16.7,46.76,46.62,46.92,1.38,1.43,1.32,2.28,2.54,2.0,1.58,1.62,1.55,12.96,13.54,12.33,,,,,,,,,,3.12,2.85,3.42,4.52,4.69,4.33,1.7,1.55,1.83,0.4,0.67,0.0,,,,326.0,320.54,331.92,,,,8.16,7.85,8.5,2.04,2.92,1.0,,,,,,,,,,,,,,,
SV Werder Bremen,23,5,7,11,22,25.0,43.0,-18.0,12,4,11,1,33.3,9.1,51.09,52.0,50.09,1.27,1.56,0.96,1.91,2.17,1.64,1.26,1.42,1.09,13.39,15.92,10.64,,,,,,,,,,3.39,2.42,4.45,4.52,4.5,4.55,2.43,2.42,2.45,0.6,0.75,0.0,,,,389.91,398.92,380.09,,,,10.26,10.17,10.36,1.48,1.5,1.45,,,,,,,,,,,,,,,
VfL Wolfsburg,25,5,5,15,20,34.0,55.0,-21.0,13,2,12,3,15.4,25.0,46.24,49.31,42.92,1.33,1.51,1.13,2.4,2.85,1.92,1.48,1.77,1.17,11.64,13.08,10.08,,,,,,,,,,3.6,3.15,4.08,3.84,4.85,2.75,2.0,2.08,1.92,1.0,1.0,,,,,331.08,355.38,304.75,,,,11.68,12.38,10.92,1.35,1.25,1.45,,,,,,,,,,,,,,,
1. FC Heidenheim,25,3,5,17,14,24.0,57.0,-33.0,13,2,12,1,15.4,8.3,42.48,40.69,44.42,1.34,1.35,1.33,2.36,2.31,2.42,1.95,1.73,2.18,11.64,11.77,11.5,,,,,,,,,,3.4,3.23,3.58,4.68,4.77,4.58,1.61,1.27,1.92,0.5,1.0,0.0,,,,282.56,268.69,297.58,,,,10.28,9.69,10.92,2.18,2.0,2.44,,,,,,,,,,,,,,,
