team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
FC Bayern München,34,24,5,5,77,97.0,37.0,60.0,17,13,17,11,76.5,64.7,64.76,66.29,63.24,,,,4.5,4.29,4.71,2.97,2.69,3.27,19.79,19.71,19.88,,,,,,,,,,2.24,2.0,2.47,6.32,5.59,7.06,1.24,1.21,1.27,1.0,1.0,1.0,,,,559.74,591.88,527.59,,,,8.97,9.12,8.82,2.24,2.29,2.18,,,,,,,,,,,,,,,
Borussia Dortmund,34,22,3,9,69,85.0,52.0,33.0,17,13,17,9,76.5,52.9,59.41,61.65,57.18,,,,2.76,3.18,2.35,1.41,1.64,1.2,13.32,14.76,11.88,,,,,,,,,,2.67,2.75,2.59,5.35,5.35,5.35,1.91,1.62,2.18,1.0,,1.0,,,,484.82,505.18,464.47,,,,10.65,9.65,11.65,2.15,2.18,2.12,,,,,,,,,,,,,,,
Bayer 04 Leverkusen,34,19,7,8,64,80.0,47.0,33.0,17,10,17,9,58.8,52.9,53.79,57.29,50.29,,,,2.91,2.94,2.88,1.67,1.81,1.5,13.5,14.65,12.35,,,,,,,,,,3.44,3.71,3.18,5.71,6.53,4.88,2.2,2.27,2.13,0.67,0.5,1.0,,,,404.91,451.59,358.24,,,,10.71,10.41,11.0,1.94,2.06,1.81,,,,,,,,,,,,,,,
RB Leipzig,34,17,7,10,58,72.0,37.0,35.0,17,11,17,6,64.7,35.3,56.65,58.71,54.59,,,,3.09,3.24,2.94,1.76,1.69,1.82,12.88,14.06,11.71,,,,,,,,,,2.42,1.88,3.0,4.76,4.35,5.18,1.48,1.44,1.53,0.0,0.0,0.0,,,,449.29,474.41,424.18,,,,10.59,10.18,11.0,2.0,2.31,1.71,,,,,,,,,,,,,,,
1. FC Union Berlin,34,16,9,9,57,50.0,44.0,6.0,17,10,17,6,58.8,35.3,43.44,43.41,43.47,,,,2.48,2.56,2.41,1.67,2.0,1.41,12.15,11.88,12.41,,,,,,,,,,2.48,2.56,2.41,4.06,3.35,4.76,1.85,1.88,1.82,0.25,0.0,0.33,,,,285.68,278.65,292.71,,,,12.44,13.18,11.71,2.13,2.06,2.21,,,,,,,,,,,,,,,
SC Freiburg,34,15,10,9,55,58.0,46.0,12.0,17,8,17,7,47.1,41.2,49.06,52.0,46.12,,,,2.24,2.59,1.88,1.46,1.73,1.15,13.62,14.94,12.29,,,,,,,,,,3.21,2.94,3.47,5.32,5.41,5.24,1.06,1.06,1.06,0.0,0.0,,,,,317.32,349.18,285.47,,,,11.53,10.94,12.12,1.76,1.69,1.82,,,,,,,,,,,,,,,
1. FC Köln,34,14,10,10,52,52.0,49.0,3.0,17,9,17,5,52.9,29.4,55.15,57.18,53.12,,,,2.29,2.18,2.41,1.42,1.33,1.5,13.76,14.82,12.71,,,,,,,,,,3.18,2.88,3.47,5.32,5.76,4.88,2.0,1.76,2.24,1.0,,1.0,,,,342.71,353.76,331.65,,,,12.32,12.24,12.41,2.03,2.38,1.71,,,,,,,,,,,,,,,
1. FSV Mainz 05,34,13,7,14,46,50.0,45.0,5.0,17,10,17,3,58.8,17.6,46.24,46.24,46.24,,,,2.24,2.59,1.88,1.59,1.47,1.75,13.79,14.76,12.82,,,,,,,,,,2.55,2.12,3.0,5.24,5.53,4.94,1.82,1.47,2.18,1.0,1.0,1.0,,,,290.91,275.65,306.18,,,,14.56,14.35,14.76,2.03,2.0,2.06,,,,,,,,,,,,,,,
TSG Hoffenheim,34,13,7,14,46,58.0,60.0,-2.0,17,8,17,5,47.1,29.4,53.47,54.12,52.82,,,,2.58,2.88,2.29,1.63,1.85,1.47,13.29,14.41,12.18,,,,,,,,,,3.03,2.41,3.65,5.59,6.59,4.59,2.21,2.0,2.41,0.0,0.0,0.0,,,,388.71,391.53,385.88,,,,12.62,13.0,12.24,2.06,2.35,1.76,,,,,,,,,,,,,,,
VfL Bochum 1848,33,12,6,15,42,38.0,50.0,-12.0,16,8,17,4,50.0,23.5,44.52,47.44,41.76,,,,1.91,2.19,1.65,1.3,1.57,1.06,12.09,13.62,10.65,,,,,,,,,,3.79,2.94,4.59,3.7,3.88,3.53,1.77,1.29,2.19,1.0,,1.0,,,,265.3,284.0,247.71,,,,12.48,11.62,13.29,2.28,2.38,2.19,,,,,,,,,,,,,,,
Borussia M'gladbach,33,11,9,13,42,52.0,61.0,-9.0,17,8,16,3,47.1,18.8,54.33,56.88,51.62,,,,2.61,2.88,2.31,1.5,1.62,1.38,14.79,16.71,12.75,,,,,,,,,,3.66,3.53,3.8,4.61,5.0,4.19,2.0,2.12,1.88,0.2,0.25,0.0,,,,413.15,440.29,384.31,,,,10.58,10.53,10.62,2.15,1.94,2.38,,,,,,,,,,,,,,,
Eintracht Frankfurt,34,10,12,12,42,45.0,49.0,-4.0,17,4,17,6,23.5,35.3,49.59,52.29,46.88,,,,1.62,1.41,1.82,1.03,1.0,1.06,13.18,15.12,11.24,,,,,,,,,,3.47,3.18,3.76,5.68,6.88,4.47,1.97,1.41,2.64,0.5,0.0,1.0,,,,342.59,358.94,326.24,,,,12.41,10.88,13.94,1.56,1.82,1.29,,,,,,,,,,,,,,,
VfL Wolfsburg,34,12,6,16,42,43.0,54.0,-11.0,17,7,17,5,41.2,29.4,50.44,51.24,49.65,,,,2.09,2.82,1.35,1.63,2.0,1.15,12.35,13.24,11.47,,,,,,,,,,3.03,2.94,3.12,4.32,4.76,3.88,1.82,1.94,1.69,0.6,0.33,1.0,,,,343.59,360.71,326.47,,,,12.09,11.94,12.24,2.39,2.81,1.93,,,,,,,,,,,,,,,
FC Augsburg,34,10,8,16,38,39.0,56.0,-17.0,17,7,17,3,41.2,17.6,41.24,42.53,39.94,,,,1.76,2.18,1.31,1.11,1.46,0.8,10.79,11.41,10.18,,,,,,,,,,3.12,2.88,3.35,4.26,5.24,3.29,2.18,1.76,2.59,,,,,,,242.18,242.65,241.71,,,,13.18,13.06,13.29,2.15,2.59,1.71,,,,,,,,,,,,,,,
Hertha BSC,36,10,6,20,36,39.0,72.0,-33.0,18,6,18,4,33.3,22.2,43.31,44.78,41.83,,,,1.43,1.53,1.33,1.16,1.36,1.0,10.86,11.39,10.33,,,,,,,,,,3.06,3.44,2.65,4.08,4.0,4.17,1.97,1.94,2.0,1.0,1.0,1.0,,,,274.56,285.17,263.94,,,,12.42,11.39,13.44,2.25,1.72,2.78,,,,,,,,,,,,,,,
