team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
FC Bayern München,34,25,7,2,82,99.0,32.0,67.0,17,14,17,11,82.4,64.7,68.32,69.71,66.94,2.43,2.83,2.04,4.88,5.82,3.94,3.12,3.62,2.65,19.0,21.29,16.71,,,,,,,,,,1.5,1.76,1.24,6.47,6.71,6.24,1.5,1.25,1.75,0.33,0.5,0.0,,,,644.97,682.65,607.29,,,,8.68,8.24,9.12,1.81,1.67,1.94,,,,,,,,,,,,,,,
Bayer 04 Leverkusen,34,19,12,3,69,72.0,43.0,29.0,17,10,17,9,58.8,52.9,59.44,63.88,55.0,1.71,1.97,1.46,2.74,3.24,2.24,1.67,2.21,1.19,14.85,17.47,12.24,,,,,,,,,,2.85,2.24,3.47,6.35,7.65,5.06,1.88,1.88,1.88,0.5,0.5,,,,,513.38,577.41,449.35,,,,9.56,9.12,10.0,1.94,2.29,1.56,,,,,,,,,,,,,,,
Eintracht Frankfurt,34,17,9,8,60,68.0,46.0,22.0,17,10,17,7,58.8,41.2,49.88,52.47,47.29,1.96,2.22,1.71,3.29,3.76,2.82,1.85,1.94,1.76,14.26,16.35,12.18,,,,,,,,,,3.56,3.24,3.88,4.94,5.35,4.53,1.59,1.24,1.94,0.25,0.0,1.0,,,,386.62,411.65,361.59,,,,10.03,10.18,9.88,1.68,1.29,2.06,,,,,,,,,,,,,,,
Borussia Dortmund,34,17,6,11,57,71.0,51.0,20.0,17,11,17,6,64.7,35.3,59.21,60.47,57.94,1.84,2.0,1.68,3.09,3.18,3.0,1.79,1.62,1.94,14.24,15.59,12.88,,,,,,,,,,2.71,1.76,3.65,5.62,6.41,4.82,2.15,1.94,2.38,0.6,0.5,0.67,,,,475.82,485.71,465.94,,,,9.71,10.35,9.06,1.34,1.6,1.12,,,,,,,,,,,,,,,
SC Freiburg,34,16,7,11,55,49.0,53.0,-4.0,17,9,17,7,52.9,41.2,48.65,50.24,47.06,1.32,1.33,1.3,2.68,2.59,2.76,2.03,1.71,2.4,12.03,12.47,11.59,,,,,,,,,,2.94,2.59,3.29,3.88,4.29,3.47,1.59,2.0,1.18,0.67,,0.67,,,,356.88,359.82,353.94,,,,9.29,9.59,9.0,1.91,2.41,1.33,,,,,,,,,,,,,,,
1. FSV Mainz 05,34,14,10,10,52,55.0,43.0,12.0,17,6,17,8,35.3,47.1,50.32,52.29,48.35,1.49,1.61,1.37,2.38,2.76,2.0,1.47,1.81,1.07,12.38,13.41,11.35,,,,,,,,,,3.18,2.53,3.82,4.85,5.88,3.82,2.12,2.24,2.0,0.62,0.5,0.75,,,,340.68,336.0,345.35,,,,12.0,12.24,11.76,2.29,2.47,2.12,,,,,,,,,,,,,,,
RB Leipzig,34,13,12,9,51,53.0,48.0,5.0,17,8,17,5,47.1,29.4,52.32,55.47,49.18,1.39,1.59,1.18,2.35,2.88,1.82,1.45,1.62,1.29,12.03,12.94,11.12,,,,,,,,,,3.29,3.0,3.59,4.74,6.12,3.35,2.03,1.71,2.35,1.0,0.67,1.5,,,,408.91,442.88,374.94,,,,11.06,10.35,11.76,2.44,2.41,2.47,,,,,,,,,,,,,,,
SV Werder Bremen,34,14,9,11,51,54.0,57.0,-3.0,17,5,17,9,29.4,52.9,49.88,50.47,49.29,1.49,1.54,1.44,2.62,2.88,2.35,1.59,2.18,1.0,12.62,13.53,11.71,,,,,,,,,,3.06,2.65,3.47,4.74,5.12,4.35,2.21,2.29,2.12,0.36,0.4,0.33,,,,383.97,384.35,383.59,,,,9.85,9.35,10.35,2.18,2.38,2.0,,,,,,,,,,,,,,,
VfB Stuttgart,34,14,8,12,50,64.0,53.0,11.0,17,7,17,7,41.2,41.2,57.53,59.41,55.65,1.87,2.17,1.56,3.5,3.71,3.29,2.33,2.69,2.0,13.85,16.41,11.29,,,,,,,,,,2.5,2.18,2.82,5.29,6.12,4.47,2.18,2.35,2.0,0.56,0.5,0.6,,,,460.56,482.65,438.47,,,,10.53,10.12,10.94,1.88,1.94,1.82,,,,,,,,,,,,,,,
Borussia M'gladbach,34,13,6,15,45,55.0,57.0,-2.0,17,7,17,6,41.2,35.3,49.74,49.59,49.88,1.5,1.55,1.44,2.62,2.94,2.29,1.55,1.81,1.27,12.29,12.76,11.82,,,,,,,,,,4.03,4.12,3.94,4.65,4.94,4.35,1.71,1.8,1.62,0.75,0.67,1.0,,,,390.09,386.76,393.41,,,,9.97,9.35,10.59,2.03,2.38,1.69,,,,,,,,,,,,,,,
