match_id,date,season,round,status,home_team,home_team_short,home_team_slug,away_team,away_team_short,away_team_slug,home_goals,away_goals,duration,result,home_penalties,away_penalties,has_xg,home_ballPossession,away_ballPossession,home_expectedGoals,away_expectedGoals,home_bigChanceCreated,away_bigChanceCreated,home_bigChanceMissed,away_bigChanceMissed,home_totalShotsOnGoal,away_totalShotsOnGoal,home_shotsOnTarget,away_shotsOnTarget,home_shotsOffTarget,away_shotsOffTarget,home_blockedShots,away_blockedShots,home_goalkeeperSaves,away_goalkeeperSaves,home_cornerKicks,away_cornerKicks,home_freeKicks,away_freeKicks,home_yellowCards,away_yellowCards,home_redCards,away_redCards,home_totalPasses,away_totalPasses,home_accuratePasses,away_accuratePasses,home_accuratePassesPercentage,away_accuratePassesPercentage,home_totalLongBalls,away_totalLongBalls,home_accurateLongBalls,away_accurateLongBalls,home_totalCross,away_totalCross,home_accurateCross,away_accurateCross,home_dribbles,away_dribbles,home_successfulDribbles,away_successfulDribbles,home_tackles,away_tackles,home_totalDuels,away_totalDuels,home_totalDuelsWon,away_totalDuelsWon,home_fouls,away_fouls,home_offsides,away_offsides,home_throwIns,away_throwIns,home_goalKicks,away_goalKicks
10175230,2022-03-16,21/22,25,finished,1. FSV Mainz 05,Mainz 05,1-fsv-mainz-05,Borussia Dortmund,Dortmund,borussia-dortmund,0,1,REGULAR,AWAY_TEAM,,,True,41,59,,,0,2,0,1,11,11,,,,,,,3,1,5,5,10,18,3,4,,,,,211,343,,,,,17,17,,,5,6,,,,,,,,,,,18,10,1,2,27,26,5,12
10194917,2022-04-06,21/22,26,finished,FC Augsburg,Augsburg,fc-augsburg,1. FSV Mainz 05,Mainz 05,1-fsv-mainz-05,2,1,REGULAR,HOME_TEAM,,,True,38,62,,,3,3,1,2,11,16,,,,,,,2,2,5,7,17,14,3,2,,,,,184,371,,,,,14,27,,,3,6,,,,,,,,,,,16,18,1,3,12,25,11,14
10314302,2022-05-19,21/22,1,finished,Hertha BSC,Hertha,hertha-bsc,Hamburger SV,HSV,hamburger-sv,0,1,REGULAR,AWAY_TEAM,,,False,43,57,,,,,,,6,11,,,,,,,2,4,2,4,10,13,3,0,,,,,234,351,,,,,21,29,,,4,2,,,,,,,,,,,13,11,3,2,34,16,8,7
10314303,2022-05-23,21/22,1,finished,Hamburger SV,HSV,hamburger-sv,Hertha BSC,Hertha,hertha-bsc,0,2,REGULAR,AWAY_TEAM,,,False,60,40,,,0,3,0,2,10,17,,,,,,,5,3,4,4,13,8,0,4,0,1,,,405,254,,,,,28,20,,,7,5,,,,,,,,,,,9,13,2,5,23,16,9,10
9594252,2022-05-14,21/22,34,finished,VfB Stuttgart,Stuttgart,vfb-stuttgart,1. FC Köln,Köln,1-fc-koln,2,1,REGULAR,HOME_TEAM,,,True,34,66,,,6,1,5,0,24,13,,,,,,,1,10,8,10,10,15,1,4,,,,,176,374,,,,,24,32,,,7,5,,,,,,,,,,,15,10,1,3,11,28,10,10
9594253,2022-05-14,21/22,34,finished,FC Augsburg,Augsburg,fc-augsburg,SpVgg Greuther Fürth,Fürth,spvgg-greuther-furth,2,1,REGULAR,HOME_TEAM,,,True,50,50,,,2,0,,,8,7,,,,,,,3,1,3,5,18,21,2,3,,,,,277,267,,,,,29,21,,,3,2,,,,,,,,,,,21,20,1,0,15,19,5,6
9594254,2022-05-14,21/22,34,finished,Borussia Dortmund,Dortmund,borussia-dortmund,Hertha BSC,Hertha,hertha-bsc,2,1,REGULAR,HOME_TEAM,,,True,74,26,,,1,1,,,8,5,,,,,,,,,3,1,14,9,0,2,,,,,600,145,,,,,21,16,,,3,0,,,,,,,,,,,9,16,1,2,26,23,3,10
9594255,2022-05-14,21/22,34,finished,1. FC Union Berlin,Union Berlin,1-fc-union-berlin,VfL Bochum 1848,Bochum,vfl-bochum-1848,3,2,REGULAR,HOME_TEAM,,,True,43,57,,,5,1,2,0,16,5,,,,,,,1,8,1,3,6,11,3,2,,,,,273,412,,,,,24,33,,,4,2,,,,,,,,,,,12,7,0,1,26,27,5,4
9594256,2022-05-07,21/22,33,finished,SpVgg Greuther Fürth,Fürth,spvgg-greuther-furth,Borussia Dortmund,Dortmund,borussia-dortmund,1,3,REGULAR,AWAY_TEAM,,,True,42,58,,,2,2,1,0,8,8,,,,,,,1,2,5,2,10,14,1,1,,,,,327,491,,,,,15,22,,,0,1,,,,,,,,,,,15,10,2,4,20,14,1,6
9594257,2022-05-14,21/22,34,finished,Bayer 04 Leverkusen,Leverkusen,bayer-04-leverkusen,SC Freiburg,Freiburg,sc-freiburg,2,1,REGULAR,HOME_TEAM,,,True,52,48,,,3,1,2,1,11,13,,,,,,,1,1,6,9,12,5,2,3,,,,,378,317,,,,,29,33,,,5,6,,,,,,,,,,,6,12,1,0,23,19,10,10
