team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Sunderland,29,10,10,9,40,30.0,34.0,-4.0,14,7,15,3,50.0,20.0,43.59,44.21,43.0,0.93,1.01,0.85,1.66,1.93,1.4,1.18,1.21,1.14,9.48,10.86,8.2,,,,,,,,,,3.07,2.5,3.6,3.41,3.57,3.27,2.07,2.15,2.0,0.67,0.5,1.0,,,,290.97,293.86,288.27,,,,10.21,9.64,10.73,1.63,1.17,2.0,,,,,,,,,,,,,,,
Newcastle United,29,11,6,12,39,42.0,43.0,-1.0,15,8,14,3,53.3,21.4,53.17,52.33,54.07,1.52,1.97,1.03,2.59,3.33,1.67,1.88,2.5,1.17,13.31,14.4,12.14,,,,,,,,,,2.79,2.87,2.71,6.69,7.07,6.29,1.82,1.6,2.08,0.6,0.67,0.5,,,,379.14,360.0,399.64,,,,9.9,11.27,8.43,1.68,1.69,1.67,,,,,,,,,,,,,,,
Crystal Palace,29,10,8,11,38,33.0,35.0,-2.0,14,3,15,7,21.4,46.7,45.45,46.5,44.47,1.55,1.85,1.28,2.62,3.14,2.13,1.79,2.29,1.29,11.66,13.79,9.67,,,,,,,,,,2.97,2.71,3.2,4.14,4.36,3.93,2.38,2.0,2.83,0.4,0.5,0.33,,,,306.66,309.21,304.27,,,,10.66,10.14,11.13,1.93,1.93,1.93,,,,,,,,,,,,,,,
Brighton & Hove Albion,29,9,10,10,37,38.0,36.0,2.0,15,6,14,3,40.0,21.4,53.0,54.8,51.07,1.45,1.49,1.41,2.25,1.8,2.77,1.48,1.07,1.92,12.76,13.6,11.86,,,,,,,,,,2.76,2.73,2.79,4.83,5.13,4.5,2.48,1.8,3.21,0.0,,0.0,,,,397.17,409.13,384.36,,,,12.1,11.27,13.0,1.9,1.93,1.86,,,,,,,,,,,,,,,
Leeds United,29,7,10,12,31,37.0,48.0,-11.0,15,6,14,1,40.0,7.1,45.59,47.4,43.64,1.43,1.61,1.23,2.38,2.73,2.0,1.63,1.79,1.46,12.52,14.4,10.5,,,,,,,,,,2.48,2.2,2.79,4.52,5.53,3.43,1.64,1.47,1.85,,,,,,,319.66,327.07,311.71,,,,10.52,10.4,10.64,1.75,1.87,1.62,,,,,,,,,,,,,,,
Tottenham Hotspur,29,7,8,14,29,39.0,46.0,-7.0,15,2,14,5,13.3,35.7,50.03,51.33,48.64,1.04,1.11,0.96,1.69,1.87,1.5,1.12,1.29,0.92,11.0,11.87,10.07,,,,,,,,,,2.62,2.27,3.0,4.97,5.13,4.79,2.71,3.21,2.21,1.0,1.5,0.5,,,,335.21,334.0,336.5,,,,11.52,12.2,10.79,1.61,1.86,1.36,,,,,,,,,,,,,,,
West Ham United,29,7,7,15,28,35.0,54.0,-19.0,14,3,15,4,21.4,26.7,42.66,42.64,42.67,1.21,1.3,1.12,1.83,1.93,1.73,1.21,1.31,1.13,10.48,11.14,9.87,,,,,,,,,,3.62,3.0,4.2,5.14,5.86,4.47,1.86,1.64,2.07,1.0,1.0,1.0,,,,297.03,288.79,304.73,,,,11.03,10.93,11.13,1.96,2.07,1.85,,,,,,,,,,,,,,,
Nottingham Forest,29,7,7,15,28,28.0,43.0,-15.0,14,3,15,4,21.4,26.7,47.69,50.07,45.47,1.16,1.5,0.84,1.64,2.0,1.29,1.12,1.58,0.71,12.86,15.5,10.4,,,,,,,,,,2.66,2.57,2.73,5.45,6.43,4.53,1.57,1.31,1.8,0.5,0.5,,,,,344.31,359.14,330.47,,,,10.79,10.36,11.2,1.74,1.58,1.87,,,,,,,,,,,,,,,
Burnley,29,4,7,18,19,32.0,58.0,-26.0,14,2,15,2,14.3,13.3,41.21,42.86,39.67,0.84,0.94,0.75,1.38,1.64,1.13,0.72,1.07,0.4,9.07,10.07,8.13,,,,,,,,,,3.79,3.93,3.64,3.45,3.29,3.6,1.85,1.54,2.14,0.67,1.0,0.5,,,,296.93,315.71,279.4,,,,10.0,9.57,10.4,1.66,1.21,2.07,,,,,,,,,,,,,,,
Wolverhampton,30,3,7,20,16,22.0,52.0,-30.0,16,3,14,0,18.8,0.0,42.97,43.81,42.0,0.89,1.05,0.7,1.24,1.67,0.79,0.86,1.07,0.64,9.1,9.44,8.71,,,,,,,,,,2.93,2.56,3.36,3.13,2.81,3.5,2.21,1.69,2.85,0.75,,0.75,,,,295.67,308.94,280.5,,,,13.3,12.44,14.29,1.46,1.62,1.25,,,,,,,,,,,,,,,
