team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Arsenal,30,20,7,3,67,59.0,22.0,37.0,14,11,16,9,78.6,56.2,56.4,57.0,55.88,1.67,1.76,1.59,3.0,2.93,3.07,2.07,1.93,2.23,14.33,15.93,12.94,,,,,,,,,,1.57,1.29,1.81,5.77,5.79,5.75,1.43,1.0,1.8,0.0,0.0,0.0,,,,396.7,413.86,381.69,,,,10.17,10.0,10.31,1.65,2.17,1.21,,,,,,,,,,,,,,,
Manchester City,29,18,6,5,60,59.0,27.0,32.0,15,11,14,7,73.3,50.0,59.59,59.8,59.36,1.84,1.95,1.72,3.24,3.93,2.5,2.14,2.53,1.69,14.41,16.0,12.71,,,,,,,,,,2.59,2.33,2.86,5.34,6.6,4.0,1.93,1.57,2.29,0.0,0.0,0.0,,,,513.52,527.13,498.93,,,,10.1,10.4,9.79,1.31,1.07,1.57,,,,,,,,,,,,,,,
Manchester United,29,14,9,6,51,51.0,40.0,11.0,14,9,15,5,64.3,33.3,53.45,52.79,54.07,1.74,1.94,1.55,2.9,2.79,3.0,2.04,1.85,2.21,15.93,17.57,14.4,,,,,,,,,,2.28,2.07,2.47,4.41,4.71,4.13,1.54,1.57,1.5,0.2,0.25,0.0,,,,392.17,396.57,388.07,,,,10.03,10.57,9.53,1.64,1.86,1.43,,,,,,,,,,,,,,,
Aston Villa,29,15,6,8,51,39.0,34.0,5.0,15,9,14,6,60.0,42.9,53.62,54.0,53.21,1.22,1.28,1.15,2.04,2.0,2.07,1.62,1.77,1.46,12.59,13.6,11.5,,,,,,,,,,2.93,3.07,2.79,5.31,5.73,4.86,1.59,1.33,1.86,0.33,0.5,0.0,,,,382.17,391.27,372.43,,,,10.41,10.13,10.71,1.18,1.33,1.0,,,,,,,,,,,,,,,
Chelsea,29,13,9,7,48,53.0,34.0,19.0,14,6,15,7,42.9,46.7,58.66,60.5,56.93,1.96,1.99,1.94,3.14,2.93,3.33,1.66,1.64,1.67,13.52,14.5,12.6,,,,,,,,,,2.66,2.57,2.73,6.07,7.0,5.2,2.52,2.21,2.8,0.78,0.75,0.8,,,,469.17,475.57,463.2,,,,11.17,10.86,11.47,1.58,1.55,1.6,,,,,,,,,,,,,,,
Liverpool,29,14,6,9,48,48.0,39.0,9.0,14,8,15,6,57.1,40.0,60.21,59.86,60.53,1.67,1.77,1.57,2.86,2.62,3.07,2.0,1.92,2.07,15.79,17.93,13.8,,,,,,,,,,2.39,2.29,2.5,6.0,6.14,5.87,1.52,1.21,1.8,0.2,1.0,0.0,,,,465.34,449.57,480.07,,,,9.69,9.57,9.8,2.26,2.36,2.15,,,,,,,,,,,,,,,
Brentford,29,13,5,11,44,44.0,40.0,4.0,14,7,15,6,50.0,40.0,47.24,45.64,48.73,1.59,1.93,1.27,3.07,3.43,2.73,1.72,1.93,1.53,10.48,11.43,9.6,,,,,,,,,,2.66,2.93,2.4,5.0,4.29,5.67,2.0,1.85,2.13,0.5,0.0,1.0,,,,312.14,303.21,320.47,,,,11.07,11.07,11.07,1.78,1.77,1.79,,,,,,,,,,,,,,,
Everton,29,12,7,10,43,34.0,33.0,1.0,15,5,14,7,33.3,50.0,44.07,48.33,39.5,1.2,1.29,1.12,1.79,1.87,1.71,1.15,1.0,1.33,11.07,12.53,9.5,,,,,,,,,,2.69,2.4,3.0,4.45,5.47,3.36,1.96,2.0,1.93,1.33,1.5,1.0,,,,308.9,344.0,271.29,,,,10.59,10.4,10.79,1.46,1.23,1.69,,,,,,,,,,,,,,,
Fulham,29,12,4,13,40,40.0,43.0,-3.0,15,8,14,4,53.3,28.6,51.62,53.4,49.71,1.25,1.26,1.23,1.62,1.93,1.29,1.0,1.33,0.62,12.24,13.27,11.14,,,,,,,,,,2.54,2.36,2.71,4.69,5.27,4.07,2.22,2.0,2.43,0.0,0.0,,,,,400.76,421.53,378.5,,,,11.1,10.6,11.64,1.72,1.67,1.79,,,,,,,,,,,,,,,
Bournemouth,29,9,13,7,40,44.0,46.0,-2.0,15,6,14,3,40.0,21.4,49.83,52.6,46.86,1.57,1.53,1.61,2.44,2.31,2.57,1.64,1.82,1.5,13.66,14.4,12.86,,,,,,,,,,3.14,2.14,4.14,5.62,5.47,5.79,2.38,2.13,2.64,0.33,0.0,0.5,,,,325.38,349.27,299.79,,,,12.14,11.8,12.5,2.11,2.21,2.0,,,,,,,,,,,,,,,
