team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Manchester City,38,28,7,3,91,96.0,34.0,62.0,19,14,19,14,73.7,73.7,65.45,67.21,63.68,2.16,2.18,2.13,3.35,3.11,3.58,2.03,1.83,2.22,18.24,19.32,17.16,,,,,,,,,,2.03,1.58,2.47,7.53,8.16,6.89,1.5,1.26,1.76,0.5,1.0,0.0,,,,625.08,656.79,593.37,,,,7.61,7.84,7.37,1.14,1.32,0.94,,,,,,,,,,,,,,,
Arsenal,38,28,5,5,89,91.0,29.0,62.0,19,15,19,13,78.9,68.4,58.45,58.95,57.95,2.04,2.34,1.73,3.05,3.47,2.61,1.97,2.22,1.64,17.29,18.95,15.63,,,,,,,,,,1.45,1.53,1.37,6.97,7.32,6.63,1.73,1.89,1.58,0.5,0.33,1.0,,,,481.0,492.26,469.74,,,,10.29,10.26,10.32,2.29,2.47,2.11,,,,,,,,,,,,,,,
Liverpool,38,24,10,4,82,86.0,41.0,45.0,19,15,19,9,78.9,47.4,61.66,63.05,60.26,2.35,2.93,1.77,3.37,4.16,2.58,2.19,2.67,1.72,20.79,25.16,16.42,,,,,,,,,,2.92,2.47,3.37,7.55,8.58,6.53,1.86,1.44,2.26,0.62,0.25,1.0,,,,508.24,527.47,489.0,,,,12.18,12.0,12.37,2.63,2.84,2.42,,,,,,,,,,,,,,,
Aston Villa,38,20,8,10,68,76.0,61.0,15.0,19,12,19,8,63.2,42.1,53.24,53.89,52.58,1.71,2.09,1.32,2.58,2.74,2.42,1.61,1.67,1.56,13.55,14.79,12.32,,,,,,,,,,3.14,2.56,3.68,6.08,6.0,6.16,2.47,2.53,2.42,0.4,0.5,0.33,,,,402.76,404.79,400.74,,,,10.84,11.11,10.58,1.24,1.26,1.21,,,,,,,,,,,,,,,
Tottenham Hotspur,38,20,6,12,66,74.0,61.0,13.0,19,13,19,7,68.4,36.8,62.05,61.74,62.37,1.81,2.09,1.54,2.82,3.26,2.37,1.76,2.21,1.28,15.37,17.11,13.63,,,,,,,,,,2.89,3.16,2.63,6.16,7.16,5.16,2.45,2.26,2.63,0.67,0.67,0.67,,,,517.37,523.21,511.53,,,,11.18,10.89,11.47,2.18,2.37,2.0,,,,,,,,,,,,,,,
Chelsea,38,18,9,11,63,77.0,63.0,14.0,19,11,19,7,57.9,36.8,58.89,58.32,59.47,1.98,2.35,1.61,3.21,4.0,2.42,1.97,2.42,1.5,14.45,16.47,12.42,,,,,,,,,,3.37,3.11,3.63,5.32,6.05,4.58,2.87,2.53,3.21,0.57,0.67,0.5,,,,504.71,501.21,508.21,,,,11.74,10.63,12.84,2.5,2.53,2.47,,,,,,,,,,,,,,,
Newcastle United,38,18,6,14,60,85.0,62.0,23.0,19,12,19,6,63.2,31.6,52.21,53.53,50.89,2.03,2.48,1.58,3.62,4.21,3.0,2.06,2.35,1.76,14.5,17.37,11.63,,,,,,,,,,3.55,2.95,4.16,5.05,5.89,4.21,2.14,1.89,2.37,0.25,0.25,,,,,396.68,399.37,394.0,,,,10.16,9.84,10.47,1.69,1.47,1.89,,,,,,,,,,,,,,,
Manchester United,38,18,6,14,60,57.0,58.0,-1.0,19,10,19,8,52.6,42.1,50.5,53.58,47.42,1.5,1.72,1.28,2.08,2.32,1.84,1.47,1.71,1.24,14.47,16.79,12.16,,,,,,,,,,3.92,3.74,4.11,5.89,7.79,4.0,2.18,1.95,2.42,0.5,0.0,1.0,,,,393.39,424.11,362.68,,,,10.55,9.74,11.37,2.39,2.79,2.0,,,,,,,,,,,,,,,
West Ham United,38,14,10,14,52,60.0,74.0,-14.0,19,7,19,7,36.8,36.8,40.84,42.42,39.26,1.39,1.39,1.39,2.11,2.21,2.0,1.31,1.41,1.22,11.84,12.53,11.16,,,,,,,,,,4.5,4.0,5.0,4.37,4.63,4.11,2.16,2.05,2.26,0.75,1.0,0.67,,,,306.76,320.84,292.68,,,,10.26,10.16,10.37,1.92,2.0,1.83,,,,,,,,,,,,,,,
Crystal Palace,38,13,10,15,49,57.0,58.0,-1.0,19,8,19,5,42.1,26.3,42.08,45.26,38.89,1.29,1.45,1.14,1.92,2.56,1.32,1.12,1.43,0.89,12.0,13.58,10.42,,,,,,,,,,2.61,2.21,3.0,4.68,5.42,3.95,2.03,2.05,2.0,0.5,0.33,1.0,,,,318.05,352.84,283.26,,,,12.03,12.05,12.0,1.95,1.83,2.05,,,,,,,,,,,,,,,
