team,played,wins,draws,losses,points,goals_scored,goals_conceded,goal_difference,home_played,home_wins,away_played,away_wins,home_win_rate,away_win_rate,avg_ballPossession,home_avg_ballPossession,away_avg_ballPossession,avg_expectedGoals,home_avg_expectedGoals,away_avg_expectedGoals,avg_bigChanceCreated,home_avg_bigChanceCreated,away_avg_bigChanceCreated,avg_bigChanceMissed,home_avg_bigChanceMissed,away_avg_bigChanceMissed,avg_totalShotsOnGoal,home_avg_totalShotsOnGoal,away_avg_totalShotsOnGoal,avg_shotsOnTarget,home_avg_shotsOnTarget,away_avg_shotsOnTarget,avg_shotsOffTarget,home_avg_shotsOffTarget,away_avg_shotsOffTarget,avg_blockedShots,home_avg_blockedShots,away_avg_blockedShots,avg_goalkeeperSaves,home_avg_goalkeeperSaves,away_avg_goalkeeperSaves,avg_cornerKicks,home_avg_cornerKicks,away_avg_cornerKicks,avg_yellowCards,home_avg_yellowCards,away_avg_yellowCards,avg_redCards,home_avg_redCards,away_avg_redCards,avg_totalPasses,home_avg_totalPasses,away_avg_totalPasses,avg_accuratePasses,home_avg_accuratePasses,away_avg_accuratePasses,avg_accuratePassesPercentage,home_avg_accuratePassesPercentage,away_avg_accuratePassesPercentage,avg_fouls,home_avg_fouls,away_avg_fouls,avg_offsides,home_avg_offsides,away_avg_offsides,avg_dribbles,home_avg_dribbles,away_avg_dribbles,avg_successfulDribbles,home_avg_successfulDribbles,away_avg_successfulDribbles,avg_tackles,home_avg_tackles,away_avg_tackles,avg_totalDuels,home_avg_totalDuels,away_avg_totalDuels,avg_totalDuelsWon,home_avg_totalDuelsWon,away_avg_totalDuelsWon
Fulham,38,15,9,14,54,54.0,54.0,0.0,19,7,19,8,36.8,42.1,52.37,52.74,52.0,1.3,1.15,1.45,2.16,2.22,2.11,1.33,1.39,1.28,13.68,13.74,13.63,,,,,,,,,,2.89,2.79,3.0,5.34,5.26,5.42,2.31,2.06,2.53,0.5,1.0,0.33,,,,400.76,399.21,402.32,,,,11.37,10.74,12.0,1.23,1.18,1.28,,,,,,,,,,,,,,,
Crystal Palace,38,13,14,11,53,51.0,51.0,0.0,19,6,19,7,31.6,36.8,42.55,42.53,42.58,1.61,1.63,1.6,2.86,2.79,2.94,2.06,2.17,1.94,13.58,14.32,12.84,,,,,,,,,,2.74,2.89,2.58,4.5,4.58,4.42,2.16,2.26,2.06,0.67,1.0,0.0,,,,291.55,276.26,306.84,,,,10.97,10.74,11.21,2.0,2.28,1.74,,,,,,,,,,,,,,,
Everton,38,11,15,12,48,42.0,44.0,-2.0,19,5,19,6,26.3,31.6,40.61,43.21,38.0,1.12,1.24,0.99,2.03,2.32,1.74,1.5,1.61,1.39,10.68,11.16,10.21,,,,,,,,,,3.21,2.79,3.63,4.05,4.21,3.89,2.41,2.47,2.35,0.67,0.67,,,,,277.11,295.68,258.53,,,,11.32,11.11,11.53,2.31,2.72,1.88,,,,,,,,,,,,,,,
West Ham United,38,11,10,17,43,46.0,62.0,-16.0,19,5,19,6,26.3,31.6,48.63,50.47,46.79,1.27,1.24,1.29,1.97,1.95,2.0,1.35,1.33,1.37,12.53,11.74,13.32,,,,,,,,,,3.47,3.37,3.58,4.0,4.58,3.42,2.28,2.65,1.95,0.75,1.0,0.67,,,,367.42,379.89,354.95,,,,11.66,11.89,11.42,1.97,2.26,1.67,,,,,,,,,,,,,,,
Wolverhampton,38,12,6,20,42,54.0,69.0,-15.0,19,6,19,6,31.6,31.6,48.08,48.21,47.95,1.17,1.25,1.08,1.84,1.95,1.74,1.16,1.17,1.16,11.34,11.37,11.32,,,,,,,,,,2.68,2.68,2.68,3.89,3.89,3.89,2.19,2.05,2.35,0.5,0.67,0.0,,,,356.87,366.84,346.89,,,,12.63,12.21,13.05,1.68,2.06,1.32,,,,,,,,,,,,,,,
Manchester United,38,11,9,18,42,44.0,54.0,-10.0,19,7,19,4,36.8,21.1,53.55,53.37,53.74,1.41,1.6,1.22,2.28,2.42,2.12,1.71,1.72,1.69,13.89,14.84,12.95,,,,,,,,,,2.65,2.5,2.79,5.18,5.53,4.84,2.32,2.16,2.5,0.5,0.67,0.33,,,,420.26,418.37,422.16,,,,10.61,10.47,10.74,1.92,1.47,2.41,,,,,,,,,,,,,,,
Tottenham Hotspur,38,11,5,22,38,64.0,65.0,-1.0,19,6,19,5,31.6,26.3,54.82,54.68,54.95,1.57,1.78,1.36,2.61,2.84,2.37,1.55,1.68,1.42,13.08,14.16,12.0,,,,,,,,,,3.24,3.37,3.11,6.39,7.16,5.63,2.0,1.72,2.28,0.25,0.0,0.5,,,,408.39,400.11,416.68,,,,11.74,11.32,12.16,1.75,1.59,1.89,,,,,,,,,,,,,,,
Leicester City,38,6,7,25,25,33.0,80.0,-47.0,19,4,19,2,21.1,10.5,45.37,49.11,41.63,0.86,0.88,0.84,1.53,1.74,1.32,1.0,1.16,0.81,8.82,9.26,8.37,,,,,,,,,,3.55,3.11,4.0,3.66,4.11,3.21,2.49,2.33,2.65,0.0,,0.0,,,,343.55,375.89,311.21,,,,11.05,10.95,11.16,1.7,1.74,1.67,,,,,,,,,,,,,,,
Ipswich Town,38,4,10,24,22,36.0,82.0,-46.0,19,1,19,3,5.3,15.8,40.29,43.37,37.21,0.91,0.89,0.94,1.62,1.44,1.79,1.14,1.24,1.06,9.89,10.95,8.84,,,,,,,,,,3.53,3.11,3.95,3.82,4.11,3.53,2.58,2.12,3.0,0.71,1.0,0.6,,,,284.92,317.05,252.79,,,,11.32,10.21,12.42,1.68,1.56,1.8,,,,,,,,,,,,,,,
Southampton,38,2,6,30,12,26.0,86.0,-60.0,19,1,19,1,5.3,5.3,48.63,46.84,50.42,0.87,0.92,0.83,1.59,1.83,1.37,1.19,1.28,1.11,9.03,8.58,9.47,,,,,,,,,,4.26,4.74,3.79,4.0,3.16,4.84,2.47,2.18,2.74,0.75,1.0,0.0,,,,389.47,370.79,408.16,,,,12.08,11.21,12.95,1.44,1.67,1.26,,,,,,,,,,,,,,,
