match_id,season,matchday,date,status,stage,home_team,home_team_short,home_team_tla,away_team,away_team_short,away_team_tla,home_goals_ft,away_goals_ft,home_goals_ht,away_goals_ht,result,duration,referee
498993,2024,1,2024-08-09,FINISHED,REGULAR_SEASON,FC Groningen,Groningen,GRO,NAC Breda,NAC,NAC,4,1,3,0,HOME_TEAM,REGULAR,Marc Nagtegaal
498994,2024,1,2024-08-10,FINISHED,REGULAR_SEASON,Feyenoord Rotterdam,Feyenoord,FEY,Willem II Tilburg,Willem II,WII,1,1,1,0,DRAW,REGULAR,Dennis Higler
498995,2024,1,2024-08-10,FINISHED,REGULAR_SEASON,NEC,NEC,NEC,FC Twente '65,Twente,TWE,1,2,1,1,AWAY_TEAM,REGULAR,Allard Lindhout
498999,2024,1,2024-08-10,FINISHED,REGULAR_SEASON,Almere City FC,Almere City,ALM,AZ,AZ,AZ,0,1,0,1,AWAY_TEAM,REGULAR,Martin van den Kerkhof
498997,2024,1,2024-08-10,FINISHED,REGULAR_SEASON,PSV,PSV,PSV,RKC Waalwijk,RKC,RKC,5,1,3,0,HOME_TEAM,REGULAR,Joey Kooij
498998,2024,1,2024-08-11,FINISHED,REGULAR_SEASON,Sparta Rotterdam,Sparta,SPA,Heracles Almelo,Heracles,HER,0,0,0,0,DRAW,REGULAR,Sander Van der Eijk
498996,2024,1,2024-08-11,FINISHED,REGULAR_SEASON,FC Utrecht,Utrecht,UTR,PEC Zwolle,Zwolle,ZWO,1,0,1,0,HOME_TEAM,REGULAR,Jannick van der Laan
499000,2024,1,2024-08-11,FINISHED,REGULAR_SEASON,Go Ahead Eagles,Go Ahead,GOA,Fortuna Sittard,Sittard,SIT,0,2,0,0,AWAY_TEAM,REGULAR,Alex Bos
499001,2024,1,2024-08-11,FINISHED,REGULAR_SEASON,AFC Ajax,Ajax,AJA,SC Heerenveen,Heerenveen,HEE,1,0,1,0,HOME_TEAM,REGULAR,Bas Nijhuis
499002,2024,2,2024-08-16,FINISHED,REGULAR_SEASON,Fortuna Sittard,Sittard,SIT,Almere City FC,Almere City,ALM,3,0,1,0,HOME_TEAM,REGULAR,Joey Kooij
499003,2024,2,2024-08-17,FINISHED,REGULAR_SEASON,SC Heerenveen,Heerenveen,HEE,FC Utrecht,Utrecht,UTR,1,1,0,1,DRAW,REGULAR,Danny Makkelie
499004,2024,2,2024-08-17,FINISHED,REGULAR_SEASON,FC Twente '65,Twente,TWE,Sparta Rotterdam,Sparta,SPA,1,1,0,0,DRAW,REGULAR,Jeroen Manschot
499005,2024,2,2024-08-17,FINISHED,REGULAR_SEASON,AZ,AZ,AZ,NEC,NEC,NEC,1,0,1,0,HOME_TEAM,REGULAR,Edwin van de Graaf
499006,2024,2,2024-08-17,FINISHED,REGULAR_SEASON,RKC Waalwijk,RKC,RKC,FC Groningen,Groningen,GRO,1,2,0,1,AWAY_TEAM,REGULAR,Robin Hensgens
499007,2024,2,2024-08-18,FINISHED,REGULAR_SEASON,Heracles Almelo,Heracles,HER,PSV,PSV,PSV,1,3,1,0,AWAY_TEAM,REGULAR,Martin van den Kerkhof
499008,2024,2,2024-08-18,FINISHED,REGULAR_SEASON,PEC Zwolle,Zwolle,ZWO,Feyenoord Rotterdam,Feyenoord,FEY,1,5,0,1,AWAY_TEAM,REGULAR,Bas Nijhuis
499009,2024,2,2024-08-18,FINISHED,REGULAR_SEASON,Willem II Tilburg,Willem II,WII,Go Ahead Eagles,Go Ahead,GOA,2,0,2,0,HOME_TEAM,REGULAR,Ingmar Oostrom
499010,2024,2,2024-08-18,FINISHED,REGULAR_SEASON,NAC Breda,NAC,NAC,AFC Ajax,Ajax,AJA,2,1,0,0,HOME_TEAM,REGULAR,Dennis Higler
499011,2024,3,2024-08-24,FINISHED,REGULAR_SEASON,NEC,NEC,NEC,PEC Zwolle,Zwolle,ZWO,1,0,0,0,HOME_TEAM,REGULAR,Sander Van der Eijk
499012,2024,3,2024-08-24,FINISHED,REGULAR_SEASON,Almere City FC,Almere City,ALM,PSV,PSV,PSV,1,7,0,2,AWAY_TEAM,REGULAR,Danny Makkelie
499013,2024,3,2024-08-24,FINISHED,REGULAR_SEASON,NAC Breda,NAC,NAC,FC Utrecht,Utrecht,UTR,1,2,1,0,AWAY_TEAM,REGULAR,Ingmar Oostrom
499014,2024,3,2024-08-25,FINISHED,REGULAR_SEASON,FC Groningen,Groningen,GRO,AZ,AZ,AZ,0,0,0,0,DRAW,REGULAR,Jeroen Manschot
499015,2024,3,2024-08-25,FINISHED,REGULAR_SEASON,Heracles Almelo,Heracles,HER,Willem II Tilburg,Willem II,WII,1,1,1,1,DRAW,REGULAR,Edwin van de Graaf
499016,2024,3,2024-08-25,FINISHED,REGULAR_SEASON,Sparta Rotterdam,Sparta,SPA,Feyenoord Rotterdam,Feyenoord,FEY,1,1,1,0,DRAW,REGULAR,Alex Bos
499017,2024,3,2024-08-25,FINISHED,REGULAR_SEASON,Go Ahead Eagles,Go Ahead,GOA,RKC Waalwijk,RKC,RKC,2,0,1,0,HOME_TEAM,REGULAR,Marc Nagtegaal
499021,2024,4,2024-08-30,FINISHED,REGULAR_SEASON,RKC Waalwijk,RKC,RKC,AZ,AZ,AZ,0,3,0,2,AWAY_TEAM,REGULAR,Rob Dieperink
499024,2024,4,2024-08-31,FINISHED,REGULAR_SEASON,Almere City FC,Almere City,ALM,FC Groningen,Groningen,GRO,1,1,1,0,DRAW,REGULAR,Martijn Vos
499022,2024,4,2024-08-31,FINISHED,REGULAR_SEASON,Fortuna Sittard,Sittard,SIT,NEC,NEC,NEC,0,3,0,2,AWAY_TEAM,REGULAR,Jeroen Manschot
