match_id,season,matchday,date,status,home_team,home_team_short,home_team_tla,away_team,away_team_short,away_team_tla,home_goals_ft,away_goals_ft,home_goals_ht,away_goals_ht,result,referee
503046,2024,1,2024-08-17,FINISHED,Genoa CFC,Genoa,GEN,FC Internazionale Milano,Inter,INT,2,2,1,1,DRAW,Ermanno Feliciani
503052,2024,1,2024-08-17,FINISHED,Parma Calcio 1913,Parma,PAR,ACF Fiorentina,Fiorentina,FIO,1,1,1,0,DRAW,Giovanni Ayroldi
503045,2024,1,2024-08-17,FINISHED,Empoli FC,Empoli,EMP,AC Monza,Monza,MON,0,0,0,0,DRAW,Michael Fabbri
503051,2024,1,2024-08-17,FINISHED,AC Milan,Milan,MIL,Torino FC,Torino,TOR,2,2,0,1,DRAW,Fabio Maresca
503043,2024,1,2024-08-18,FINISHED,Bologna FC 1909,Bologna,BOL,Udinese Calcio,Udinese,UDI,1,1,0,0,DRAW,Maria Caputi
503047,2024,1,2024-08-18,FINISHED,Hellas Verona FC,Verona,HVE,SSC Napoli,Napoli,NAP,3,0,0,0,HOME_TEAM,Matteo Marchetti
503044,2024,1,2024-08-18,FINISHED,Cagliari Calcio,Cagliari,CAG,AS Roma,Roma,ROM,0,0,0,0,DRAW,Federico La Penna
503049,2024,1,2024-08-18,FINISHED,SS Lazio,Lazio,LAZ,Venezia FC,Venezia FC,VEN,3,1,2,1,HOME_TEAM,Paride Tremolada
503050,2024,1,2024-08-19,FINISHED,US Lecce,Lecce,USL,Atalanta BC,Atalanta,ATA,0,4,0,2,AWAY_TEAM,Federico Dionisi
503048,2024,1,2024-08-19,FINISHED,Juventus FC,Juventus,JUV,Como 1907,Como 1907,COM,3,0,2,0,HOME_TEAM,Matteo Marcenaro
503059,2024,2,2024-08-24,FINISHED,Parma Calcio 1913,Parma,PAR,AC Milan,Milan,MIL,2,1,1,0,HOME_TEAM,Juan Luca Sacchi
